SQL_ApplicationId,SQL_TransactionId,SQL_Workflowid,SQL_DisplayName,SQL_StartDate,SQL_EndDate,SQL_AppliedDate,SQL_TransactionStatus,SQL_TransactionSequence,SQL_TransactionSubTypeOtherDescription,SQL_ReasonForChange
76001,274400,A6CAF9DD-519E-4ABC-ABF2-EA19A4363C74,QUOTETRANSACTION,2020-08-27 12:00:00 +00:00,2021-08-27 12:00:00 +00:00,2020-08-27 14:22:54.6648832 +01:00,Bound,1,null,null
76000,274399,62358D16-925A-47C6-88C2-45FB8F6706D7,QUOTETRANSACTION,2020-08-26 12:00:00 +00:00,2021-08-26 12:00:00 +00:00,null,In Progress,1,null,null
75998,274392,1EA40AB9-1E10-4C1E-A91E-269ED213769D,QUOTETRANSACTION,2020-08-26 12:00:00 +00:00,2021-08-26 12:00:00 +00:00,2020-08-27 12:54:08.0950632 +01:00,Bound,1,null,null
75997,274384,8B6846E1-22ED-482C-A1D3-21DE719FEDCA,QUOTETRANSACTION,2020-08-20 12:00:00 +00:00,2021-08-20 12:00:00 +00:00,2020-08-27 22:19:42.267101 +01:00,Bound,1,null,null
75995,274378,2CD6A9E8-5461-4703-B275-94D322062EA2,QUOTETRANSACTION,2020-08-27 12:00:00 +00:00,2021-08-27 12:00:00 +00:00,2020-08-27 07:01:12.0290835 +01:00,Bound,1,null,null
75994,274376,C1D1374F-1F9B-4410-8D9A-26F126445DA2,QUOTETRANSACTION,2020-08-26 12:00:00 +00:00,2021-08-26 12:00:00 +00:00,null,In Progress,1,null,null
75992,274360,6B2DB10B-2D96-4244-9D25-1B78B3DBE27C,QUOTETRANSACTION,2020-09-10 12:00:00 +00:00,2021-09-10 12:00:00 +00:00,2020-08-26 14:40:29.3207988 +01:00,Bound,1,null,null
75990,274355,4A52F6E4-48FE-4642-95EF-C8B40006B264,QUOTETRANSACTION,2020-08-26 12:00:00 +00:00,2021-08-26 12:00:00 +00:00,2020-08-26 13:11:28.9156956 +01:00,Bound,1,null,null
75989,274353,E4A8D455-1CCA-48D8-A056-D2A56082D2EB,QUOTETRANSACTION,2020-08-26 12:00:00 +00:00,2021-08-26 12:00:00 +00:00,null,In Progress,1,null,null
75988,274349,C2D16A2E-518E-472C-8D54-A2941CF0AEB6,QUOTETRANSACTION,2020-08-26 12:00:00 +00:00,2021-08-26 12:00:00 +00:00,2020-08-26 12:01:55.3914077 +01:00,Not Taken Up,1,null,null
75988,274352,293409D8-FA35-4B2F-898F-404A0224E152,QUOTETRANSACTION,2020-08-26 12:00:00 +00:00,2021-08-26 12:00:00 +00:00,null,In Progress,2,null,null
75987,274346,6FD11A61-7059-481E-A8A3-8F3D65448BAB,QUOTETRANSACTION,2020-08-26 12:00:00 +00:00,2021-08-26 12:00:00 +00:00,null,In Progress,1,null,null
75986,274342,2D2AD94B-17C1-4537-B084-03958F85CE5B,QUOTETRANSACTION,2020-08-25 12:00:00 +00:00,2021-08-25 12:00:00 +00:00,null,In Progress,1,null,null
75985,274338,557C3199-07C7-4695-A1EF-BBF827F38340,QUOTETRANSACTION,2020-08-25 12:00:00 +00:00,2021-08-25 12:00:00 +00:00,null,In Progress,1,null,null
75984,274334,01CF4957-772A-47C9-A057-6139093FB3BE,QUOTETRANSACTION,2020-08-25 12:00:00 +00:00,2021-08-25 12:00:00 +00:00,2020-08-25 13:21:40.1546338 +01:00,Not Taken Up,2,null,null
75984,274330,45D503EC-2F15-4C6F-908E-72849A7825AF,QUOTETRANSACTION,2020-08-25 12:00:00 +00:00,2021-08-25 12:00:00 +00:00,2020-08-25 12:45:39.605608 +01:00,Not Taken Up,1,null,null
75984,274341,D9C6097E-AA5F-4515-9C50-A46AD08D235B,QUOTETRANSACTION,2020-08-25 12:00:00 +00:00,2021-08-25 12:00:00 +00:00,null,In Progress,3,null,null
75983,274329,BDB64C26-1412-4595-9E60-C49F9F56E104,QUOTETRANSACTION,2020-08-25 12:00:00 +00:00,2021-08-25 12:00:00 +00:00,null,In Progress,1,null,null
75982,274323,73A7563E-D1C6-45AB-9143-E17BA9E7ABDA,QUOTETRANSACTION,2020-08-25 12:00:00 +00:00,2021-08-25 12:00:00 +00:00,null,In Progress,1,null,null
75979,274310,D258838D-C04D-419D-AE27-EBE6A8B66151,QUOTETRANSACTION,2020-08-21 12:00:00 +00:00,2021-08-21 12:00:00 +00:00,2020-08-21 16:11:42.8633654 +01:00,Not Taken Up,2,null,null
75979,274308,1CE1CE3F-3588-49AA-8DC0-66120F3A5A99,QUOTETRANSACTION,2020-08-21 12:00:00 +00:00,2021-08-21 12:00:00 +00:00,2020-08-21 16:11:21.9394288 +01:00,Not Taken Up,1,null,null
75979,274311,29A990A8-E938-4CE5-9B79-A01B194F1357,QUOTETRANSACTION,2020-08-21 12:00:00 +00:00,2021-08-21 12:00:00 +00:00,2020-08-21 16:16:15.3855111 +01:00,Bound,3,null,null
75978,274304,B4B76D17-3C46-4E22-8BA6-7C184CEBA21D,QUOTETRANSACTION,2020-08-21 12:00:00 +00:00,2021-08-21 12:00:00 +00:00,null,In Progress,1,null,null
