SQL_ApplicationId,SQL_DocumentId,SQL_DocumentTypeId,SQL_DocumentType,SQL_DocumentReference,SQL_DocumentStatusId,SQL_DocumentStatus,SQL_TransactionId,SQL_WorkflowId,SQL_DisplayName,SQL_StartDate,SQL_EndDate,SQL_AppliedDate,SQL_TransationStatus,SQL_TransactionSequence,SQL_TransactionSubTypeOtherDescription,SQL_ReasonForChange_Id,SQL_UserSuppliedText,SQL_DocumentVersion,SQL_IssuedDate,SQL_DocumentKey,SQL_RiskName,SQL_StorageId,SQL_DocumentMetaData
75455,493704,1,TradingCertificate,null,5,Issued,273147,1C2071F5-6425-409F-87B2-E0C607B953B6,Policy,2020-03-06 12:00:00 +00:00,2021-02-20 12:00:00 +00:00,2020-03-13 06:02:57.2878394 +00:00,Bound,1,null,null,null,1,2020-03-13 06:11:13.3187879 +00:00,PR:1044203;MR:6881;RR:682391;TID:26,Armada Tuah 501,testStorageID,Test1
75445,493604,1,TradingCertificate,null,5,Issued,273040,44BD1239-A967-4FD6-AC1C-613B1D1498BC,Policy,2020-03-20 12:00:00 +00:00,2020-06-30 12:00:00 +00:00,2020-03-12 17:20:04.0365397 +00:00,Bound,1,null,null,null,1,2020-03-12 17:40:13.4640633 +00:00,PR:1044043;MR:11283;RR:682246;TID:1,FRPD 21,testStorageID,Test1
75445,493605,1,TradingCertificate,null,5,Issued,273040,44BD1239-A967-4FD6-AC1C-613B1D1498BC,Policy,2020-03-20 12:00:00 +00:00,2020-06-30 12:00:00 +00:00,2020-03-12 17:20:04.0365397 +00:00,Bound,1,null,null,null,1,2020-03-12 17:40:13.6046926 +00:00,PR:1044043;MR:11283;RR:682247;TID:1,FRPD 22,testStorageID,Test1
75445,493606,1,TradingCertificate,null,5,Issued,273040,44BD1239-A967-4FD6-AC1C-613B1D1498BC,Policy,2020-03-20 12:00:00 +00:00,2020-06-30 12:00:00 +00:00,2020-03-12 17:20:04.0365397 +00:00,Bound,1,null,null,null,1,2020-03-12 17:40:13.7609452 +00:00,PR:1044043;MR:11283;RR:682246;TID:5,FRPD 21,testStorageID,Test1
75445,493607,1,TradingCertificate,null,5,Issued,273040,44BD1239-A967-4FD6-AC1C-613B1D1498BC,Policy,2020-03-20 12:00:00 +00:00,2020-06-30 12:00:00 +00:00,2020-03-12 17:20:04.0365397 +00:00,Bound,1,null,null,null,1,2020-03-12 17:40:13.870322 +00:00,PR:1044043;MR:11283;RR:682247;TID:5,FRPD 22,testStorageID,Test1
75443,493568,1,TradingCertificate,null,5,Issued,273009,390C4FEF-381C-4909-B441-B7E781ED0F61,Policy,2020-03-29 12:00:00 +00:00,2021-03-29 12:00:00 +00:00,2020-03-12 17:05:37.5846975 +00:00,Bound,1,null,null,null,1,2020-03-12 17:07:44.6793944 +00:00,PR:1043574;MR:73146;RR:681905;TID:1,ALBULA,testStorageID,Test1
75443,493569,1,TradingCertificate,null,5,Issued,273009,390C4FEF-381C-4909-B441-B7E781ED0F61,Policy,2020-03-29 12:00:00 +00:00,2021-03-29 12:00:00 +00:00,2020-03-12 17:05:37.5846975 +00:00,Bound,1,null,null,null,1,2020-03-12 17:07:44.8043936 +00:00,PR:1043574;MR:73146;RR:681905;TID:5,ALBULA,testStorageID,Test1
75443,493572,1,TradingCertificate,null,5,Issued,273009,390C4FEF-381C-4909-B441-B7E781ED0F61,Policy,2020-03-29 12:00:00 +00:00,2021-03-29 12:00:00 +00:00,2020-03-12 17:05:37.5846975 +00:00,Bound,1,null,null,null,1,2020-03-12 17:11:20.840217 +00:00,PR:1043574;MR:73146;RR:681905;TID:16,ALBULA,testStorageID,Test1
75443,493573,1,TradingCertificate,null,5,Issued,273009,390C4FEF-381C-4909-B441-B7E781ED0F61,Policy,2020-03-29 12:00:00 +00:00,2021-03-29 12:00:00 +00:00,2020-03-12 17:05:37.5846975 +00:00,Bound,1,null,null,null,1,2020-03-12 17:11:20.9964756 +00:00,PR:1043574;MR:73146;RR:681905;TID:17,ALBULA,testStorageID,Test1
75443,493574,1,TradingCertificate,null,5,Issued,273009,390C4FEF-381C-4909-B441-B7E781ED0F61,Policy,2020-03-29 12:00:00 +00:00,2021-03-29 12:00:00 +00:00,2020-03-12 17:05:37.5846975 +00:00,Bound,1,null,null,null,1,2020-03-12 17:11:21.1371036 +00:00,PR:1043574;MR:73146;RR:681905;TID:22,ALBULA,testStorageID,Test1
75443,493575,1,TradingCertificate,null,5,Issued,273009,390C4FEF-381C-4909-B441-B7E781ED0F61,Policy,2020-03-29 12:00:00 +00:00,2021-03-29 12:00:00 +00:00,2020-03-12 17:05:37.5846975 +00:00,Bound,1,null,null,null,1,2020-03-12 17:11:21.2621034 +00:00,PR:1043574;MR:73146;RR:681905;TID:23,ALBULA,testStorageID,Test1
75437,493557,1,TradingCertificate,null,5,Issued,272957,40E83C6D-171A-43BF-A9C7-25D1AF858D6E,Policy,2020-03-14 12:00:00 +00:00,2021-03-14 12:00:00 +00:00,2020-03-12 16:31:13.8610269 +00:00,Bound,1,null,null,null,1,2020-03-12 17:06:07.5679667 +00:00,PR:1038781;MR:59749;RR:669148;TID:2,GLT - 001,testStorageID,Test1
75437,493558,1,TradingCertificate,null,5,Issued,272957,40E83C6D-171A-43BF-A9C7-25D1AF858D6E,Policy,2020-03-14 12:00:00 +00:00,2021-03-14 12:00:00 +00:00,2020-03-12 16:31:13.8610269 +00:00,Bound,1,null,null,null,1,2020-03-12 17:06:07.5679667 +00:00,PR:1038781;MR:59749;RR:666514;TID:2,GLT - 007,testStorageID,Test1
75437,493559,1,TradingCertificate,null,5,Issued,272957,40E83C6D-171A-43BF-A9C7-25D1AF858D6E,Policy,2020-03-14 12:00:00 +00:00,2021-03-14 12:00:00 +00:00,2020-03-12 16:31:13.8610269 +00:00,Bound,1,null,null,null,1,2020-03-12 17:06:07.5679667 +00:00,PR:1038781;MR:59749;RR:666515;TID:2,GLT - 008,testStorageID,Test1
75437,493560,1,TradingCertificate,null,5,Issued,272957,40E83C6D-171A-43BF-A9C7-25D1AF858D6E,Policy,2020-03-14 12:00:00 +00:00,2021-03-14 12:00:00 +00:00,2020-03-12 16:31:13.8610269 +00:00,Bound,1,null,null,null,1,2020-03-12 17:06:07.6773471 +00:00,PR:1038781;MR:59749;RR:669149;TID:2,GLT - 011,testStorageID,Test1
75437,493561,1,TradingCertificate,null,5,Issued,272957,40E83C6D-171A-43BF-A9C7-25D1AF858D6E,Policy,2020-03-14 12:00:00 +00:00,2021-03-14 12:00:00 +00:00,2020-03-12 16:31:13.8610269 +00:00,Bound,1,null,null,null,1,2020-03-12 17:06:07.8335986 +00:00,PR:1038781;MR:59749;RR:669148;TID:6,GLT - 001,testStorageID,Test1
75437,493562,1,TradingCertificate,null,5,Issued,272957,40E83C6D-171A-43BF-A9C7-25D1AF858D6E,Policy,2020-03-14 12:00:00 +00:00,2021-03-14 12:00:00 +00:00,2020-03-12 16:31:13.8610269 +00:00,Bound,1,null,null,null,1,2020-03-12 17:06:07.9273699 +00:00,PR:1038781;MR:59749;RR:666514;TID:6,GLT - 007,testStorageID,Test1
75437,493563,1,TradingCertificate,null,5,Issued,272957,40E83C6D-171A-43BF-A9C7-25D1AF858D6E,Policy,2020-03-14 12:00:00 +00:00,2021-03-14 12:00:00 +00:00,2020-03-12 16:31:13.8610269 +00:00,Bound,1,null,null,null,1,2020-03-12 17:06:08.0836027 +00:00,PR:1038781;MR:59749;RR:666515;TID:6,GLT - 008,testStorageID,Test1
75437,493564,1,TradingCertificate,null,5,Issued,272957,40E83C6D-171A-43BF-A9C7-25D1AF858D6E,Policy,2020-03-14 12:00:00 +00:00,2021-03-14 12:00:00 +00:00,2020-03-12 16:31:13.8610269 +00:00,Bound,1,null,null,null,1,2020-03-12 17:06:08.1929744 +00:00,PR:1038781;MR:59749;RR:669149;TID:6,GLT - 011,testStorageID,Test1
75437,493585,1,TradingCertificate,null,5,Issued,272957,40E83C6D-171A-43BF-A9C7-25D1AF858D6E,Policy,2020-03-14 12:00:00 +00:00,2021-03-14 12:00:00 +00:00,2020-03-12 16:31:13.8610269 +00:00,Bound,1,null,null,null,1,2020-03-12 17:20:03.9451154 +00:00,PR:1038781;MR:59749;RR:669148;TID:12,GLT - 001,testStorageID,Test1
75437,493586,1,TradingCertificate,null,5,Issued,272957,40E83C6D-171A-43BF-A9C7-25D1AF858D6E,Policy,2020-03-14 12:00:00 +00:00,2021-03-14 12:00:00 +00:00,2020-03-12 16:31:13.8610269 +00:00,Bound,1,null,null,null,1,2020-03-12 17:20:04.0856684 +00:00,PR:1038781;MR:59749;RR:666514;TID:12,GLT - 007,testStorageID,Test1
75437,493587,1,TradingCertificate,null,5,Issued,272957,40E83C6D-171A-43BF-A9C7-25D1AF858D6E,Policy,2020-03-14 12:00:00 +00:00,2021-03-14 12:00:00 +00:00,2020-03-12 16:31:13.8610269 +00:00,Bound,1,null,null,null,1,2020-03-12 17:20:04.2419429 +00:00,PR:1038781;MR:59749;RR:666515;TID:12,GLT - 008,testStorageID,Test1
75437,493588,1,TradingCertificate,null,5,Issued,272957,40E83C6D-171A-43BF-A9C7-25D1AF858D6E,Policy,2020-03-14 12:00:00 +00:00,2021-03-14 12:00:00 +00:00,2020-03-12 16:31:13.8610269 +00:00,Bound,1,null,null,null,1,2020-03-12 17:20:04.6950544 +00:00,PR:1038781;MR:59749;RR:669149;TID:12,GLT - 011,testStorageID,Test1
75436,493601,1,TradingCertificate,null,5,Issued,273043,98CD84B6-1A05-4450-86BC-9D78477DDA9F,Policy,2020-03-14 12:00:00 +00:00,2021-03-14 12:00:00 +00:00,2020-03-12 17:29:12.3248143 +00:00,Bound,2,null,104,null,1,2020-03-12 17:31:08.4278449 +00:00,PR:1038780;MR:59749;RR:668503;TID:2,TANQUE 17,testStorageID,Test1
75436,493602,1,TradingCertificate,null,5,Issued,273043,98CD84B6-1A05-4450-86BC-9D78477DDA9F,Policy,2020-03-14 12:00:00 +00:00,2021-03-14 12:00:00 +00:00,2020-03-12 17:29:12.3248143 +00:00,Bound,2,null,104,null,1,2020-03-12 17:31:08.5528378 +00:00,PR:1038780;MR:59749;RR:668503;TID:6,TANQUE 17,testStorageID,Test1
75436,493603,1,TradingCertificate,null,5,Issued,273043,98CD84B6-1A05-4450-86BC-9D78477DDA9F,Policy,2020-03-14 12:00:00 +00:00,2021-03-14 12:00:00 +00:00,2020-03-12 17:29:12.3248143 +00:00,Bound,2,null,104,null,1,2020-03-12 17:33:12.2249515 +00:00,PR:1038780;MR:59749;RR:668503;TID:12,TANQUE 17,testStorageID,Test1
75429,493449,1,TradingCertificate,null,5,Issued,272912,42DAFEB6-AC01-4F13-A2C3-465FB4E14185,Policy,2020-03-15 12:00:00 +00:00,2021-03-15 12:00:00 +00:00,2020-03-12 15:45:17.2699133 +00:00,Bound,1,null,null,null,1,2020-03-12 16:10:19.738079 +00:00,PR:1042846;MR:69542;RR:667091;TID:1,FREJA,testStorageID,Test1
75429,493450,1,TradingCertificate,null,5,Issued,272912,42DAFEB6-AC01-4F13-A2C3-465FB4E14185,Policy,2020-03-15 12:00:00 +00:00,2021-03-15 12:00:00 +00:00,2020-03-12 15:45:17.2699133 +00:00,Bound,1,null,null,null,1,2020-03-12 16:10:19.8786933 +00:00,PR:1042846;MR:69542;RR:667091;TID:5,FREJA,testStorageID,Test1
75429,493451,1,TradingCertificate,null,5,Issued,272912,42DAFEB6-AC01-4F13-A2C3-465FB4E14185,Policy,2020-03-15 12:00:00 +00:00,2021-03-15 12:00:00 +00:00,2020-03-12 15:45:17.2699133 +00:00,Bound,1,null,null,null,1,2020-03-12 16:10:20.0193273 +00:00,PR:1042846;MR:69542;RR:667091;TID:25,FREJA,testStorageID,Test1
75429,493452,1,TradingCertificate,null,5,Issued,272912,42DAFEB6-AC01-4F13-A2C3-465FB4E14185,Policy,2020-03-15 12:00:00 +00:00,2021-03-15 12:00:00 +00:00,2020-03-12 15:45:17.2699133 +00:00,Bound,1,null,null,null,1,2020-03-12 16:10:20.3005812 +00:00,PR:1042846;MR:69542;RR:667091;TID:26,FREJA,testStorageID,Test1
