API_SignatoryStateId,API_Id,API_AddressName,API_AddressLine1,API_AddressLine2,API_AddressLine3,API_StateOrCounty,API_City,API_Country,API_PostCode,API_PrimaryAddress,API_isThePrimaryAddress
739,832,SIERRA LEONE MARITIME ADMINISTRATION,MARITIME HOUSE #6,GOVERNMENT WHARF FERRY TERMINAL,,,FREETOWN,SIERRA LEONE,,false
558,562,null,null,null,null,null,null,Congo,null,true
557,561,Transport Canada  Safety and Security,330 Sparks Street  11th floor (AMS),Place de Ville  Tower C,null,null,Ottawa,Canada,K1A 0N8,true
556,560,null,null,null,null,null,null,null,null,true
555,559,Bulgarian Maritime Administration (BMA),Diakon Ignatii Str,9. - 1000,null,null,Sofia,Bulgaria,null,true
554,558,Federal Ministry of Labor and Social Policy,Marka Marulica 2,null,null,null,Sarajevo,Bosnia and Herzegovina,71000,true
553,557,Ministry of Labour and Public Administration of Benin,null,null,null,null,null,Benin,null,true
552,556,International Merchant Marine Registry of Belize (IMMARBE),Marina Towers,Suite 204,Newton Barracks,null,Belize City,Belize,null,true
551,555,Federal Public Service Mobility and Transport  Maritime Transport,Directorate General Shipping,City Atrium,Vooruitgangstraat 56 / Rue du Progres 56,, Brussels,BELGIUM,B-1210 ,true
550,554,Ministry of Labour,3rd Floor West ,Warrens Office Complex,null,null,St. Michael,Barbados,null,true
549,553,null,null,null,null,null,null,Bangladesh,null,true
548,552,The Bahamas Maritime Authority,Shirlaw House  87 Shirley Street,PO Box N-4679,null,null,Nassau,Bahamas,null,true
547,551,Australian Maritime Safety Authority (AMSA),AMSA Head Office  Information Centre,82 Northbourne Avenue,null,null,Braddon ACT,Australia,2612,true
546,550,Prefectura Naval Argentina,Av. Eduardo Madero 235,C1106ACC,,,Ciudad Autónoma de Buenos Aires ,ARGENTINA,,true
545,549,Antigua and Barbuda Department of Marine Services and Merchant Shipping (ADOMS),Corner of Popeshead and Dickenson Bay Streets,P.O. Box 1394,null,Antigua  W.I., St. John’s,Antigua and Barbuda,1394,true
544,545,Swiss Maritime Navigation Office SMNO,Elisabethenstrasse 33,PO Box,,,CH-4010 Basel,SWITZERLAND,,false
543,544,St. Kitts & Nevis International Ship Registry ,Stolt-Nielsen House ,1-5 Oldchurch Road ,,,Romford,UNITED KINGDOM,RM7 0BQ,false
542,543,Bureau Veritas,67/71 Bd du Chateau,9571 Neuilly-Sur-Seine,,,Cedex,FRANCE,,false
542,543,Bureau Veritas,67/71 Bd du Chateau,9571 Neuilly-Sur-Seine,,,Cedex,FRANCE,,false
542,543,Bureau Veritas,67/71 Bd du Chateau,9571 Neuilly-Sur-Seine,,,Cedex,FRANCE,,false
541,542,The State Maritime Agency of the Ministry of Transport,Communications and High Technologies,2B Khanlar St,,,Baku City,AZERBAIJAN  REPUBLIC OF,AZ1003,false
540,541,The Commonwealth of Dominica Maritime Registry Inc (DMRI),Office of Maritime Affairs ,32  Washington Street  ,,,Fairhaven  MA ,UNITED STATES OF AMERICA,02719,false
539,540,PO Box 13269,Humerail,,,,Port Elizabeth,SOUTH AFRICA,6001,false
538,539,Inspectie Leefomgeving en Transport,Ministerie van Infrastructuur en Waterstaat,Postbox 16191,,,2500 BD Den Haag,NETHERLANDS,,false
537,538,Department of Economic Development,Isle of Man Ship Registry,St Georges Court,Upper Church Street,,Douglas,ISLE OF MAN,IM1 1EX,false
536,536,Ministry of Transport and Infrastructure General Maritime Directory,Lagja nr.1 RR. Tregtare,,,,Durres,ALBANIA,,false
535,535,Head of the Maritime Division  The Ministry of Works Transport and Infrastructure,PO Box Private Bag,Apia,null,null,null,WESTERN SAMOA,null,true
534,534,Head of the Maritime Division  The Ministry of Works Transport and Infrastructure,PO Box Private Bag,Apia,null,null,null,WESTERN SAMOA,null,true
533,533,Head of the Maritime Division  The Ministry of Works Transport and Infrastructure,PO Box Private Bag,Apia,null,null,null,WESTERN SAMOA,null,true
514,528,Administration of the Seaport of Arkhangelsk,Harbour Master,Mr. Alexandrov Arkady Germanovich,Karla Marksa Str.6,,Arkhangelsk,RUSSIAN FEDERATION,,false
514,528,Administration of the Seaport of Arkhangelsk,Harbour Master,Mr. Alexandrov Arkady Germanovich,Karla Marksa Str.6,,Arkhangelsk,RUSSIAN FEDERATION,,false
514,528,Administration of the Seaport of Arkhangelsk,Harbour Master,Mr. Alexandrov Arkady Germanovich,Karla Marksa Str.6,,Arkhangelsk,RUSSIAN FEDERATION,,false
514,528,Administration of the Seaport of Arkhangelsk,Harbour Master,Mr. Alexandrov Arkady Germanovich,Karla Marksa Str.6,,Arkhangelsk,RUSSIAN FEDERATION,,false
514,528,Administration of the Seaport of Arkhangelsk,Harbour Master,Mr. Alexandrov Arkady Germanovich,Karla Marksa Str.6,,Arkhangelsk,RUSSIAN FEDERATION,,false
514,528,Administration of the Seaport of Arkhangelsk,Harbour Master,Mr. Alexandrov Arkady Germanovich,Karla Marksa Str.6,,Arkhangelsk,RUSSIAN FEDERATION,,false
514,528,Administration of the Seaport of Arkhangelsk,Harbour Master,Mr. Alexandrov Arkady Germanovich,Karla Marksa Str.6,,Arkhangelsk,RUSSIAN FEDERATION,,false
514,528,Administration of the Seaport of Arkhangelsk,Harbour Master,Mr. Alexandrov Arkady Germanovich,Karla Marksa Str.6,,Arkhangelsk,RUSSIAN FEDERATION,,false
514,528,Administration of the Seaport of Arkhangelsk,Harbour Master,Mr. Alexandrov Arkady Germanovich,Karla Marksa Str.6,,Arkhangelsk,RUSSIAN FEDERATION,,false
514,528,Administration of the Seaport of Arkhangelsk,Harbour Master,Mr. Alexandrov Arkady Germanovich,Karla Marksa Str.6,,Arkhangelsk,RUSSIAN FEDERATION,,false
514,528,Administration of the Seaport of Arkhangelsk,Harbour Master,Mr. Alexandrov Arkady Germanovich,Karla Marksa Str.6,,Arkhangelsk,RUSSIAN FEDERATION,,false
514,528,Administration of the Seaport of Arkhangelsk,Harbour Master,Mr. Alexandrov Arkady Germanovich,Karla Marksa Str.6,,Arkhangelsk,RUSSIAN FEDERATION,,false
514,528,Administration of the Seaport of Arkhangelsk,Harbour Master,Mr. Alexandrov Arkady Germanovich,Karla Marksa Str.6,,Arkhangelsk,RUSSIAN FEDERATION,,false
514,528,Administration of the Seaport of Arkhangelsk,Harbour Master,Mr. Alexandrov Arkady Germanovich,Karla Marksa Str.6,,Arkhangelsk,RUSSIAN FEDERATION,,false
514,528,Administration of the Seaport of Arkhangelsk,Harbour Master,Mr. Alexandrov Arkady Germanovich,Karla Marksa Str.6,,Arkhangelsk,RUSSIAN FEDERATION,,false
514,528,Administration of the Seaport of Arkhangelsk,Harbour Master,Mr. Alexandrov Arkady Germanovich,Karla Marksa Str.6,,Arkhangelsk,RUSSIAN FEDERATION,,false
514,528,Administration of the Seaport of Arkhangelsk,Harbour Master,Mr. Alexandrov Arkady Germanovich,Karla Marksa Str.6,,Arkhangelsk,RUSSIAN FEDERATION,,false
514,528,Administration of the Seaport of Arkhangelsk,Harbour Master,Mr. Alexandrov Arkady Germanovich,Karla Marksa Str.6,,Arkhangelsk,RUSSIAN FEDERATION,,false
514,528,Administration of the Seaport of Arkhangelsk,Harbour Master,Mr. Alexandrov Arkady Germanovich,Karla Marksa Str.6,,Arkhangelsk,RUSSIAN FEDERATION,,false
513,532,Federal State Institution,Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA),7  Petra Velikogo emb.  RF- 236006,Kaliningrad,Kaliningrad,Kaliningrad,KALININGRAD,RUSSIAN FEDERATION,false
513,532,Federal State Institution,Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA),7  Petra Velikogo emb.  RF- 236006,Kaliningrad,Kaliningrad,Kaliningrad,KALININGRAD,RUSSIAN FEDERATION,false
513,532,Federal State Institution,Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA),7  Petra Velikogo emb.  RF- 236006,Kaliningrad,Kaliningrad,Kaliningrad,KALININGRAD,RUSSIAN FEDERATION,false
512,531,Federal State Institution,Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA),7  Petra Velikogo emb.  RF- 236006,Kaliningrad,Kaliningrad,Kaliningrad,KALININGRAD,RUSSIAN FEDERATION,false
512,531,Federal State Institution,Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA),7  Petra Velikogo emb.  RF- 236006,Kaliningrad,Kaliningrad,Kaliningrad,KALININGRAD,RUSSIAN FEDERATION,false
512,531,Federal State Institution,Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA),7  Petra Velikogo emb.  RF- 236006,Kaliningrad,Kaliningrad,Kaliningrad,KALININGRAD,RUSSIAN FEDERATION,false
510,529,Federal State Institution,Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA),7  Petra Velikogo emb.  RF- 236006,,,Kaliningrad,RUSSIAN FEDERATION,,false
510,529,Federal State Institution,Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA),7  Petra Velikogo emb.  RF- 236006,,,Kaliningrad,RUSSIAN FEDERATION,,false
510,529,Federal State Institution,Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA),7  Petra Velikogo emb.  RF- 236006,,,Kaliningrad,RUSSIAN FEDERATION,,false
510,529,Federal State Institution,Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA),7  Petra Velikogo emb.  RF- 236006,,,Kaliningrad,RUSSIAN FEDERATION,,false
510,529,Federal State Institution,Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA),7  Petra Velikogo emb.  RF- 236006,,,Kaliningrad,RUSSIAN FEDERATION,,false
510,529,Federal State Institution,Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA),7  Petra Velikogo emb.  RF- 236006,,,Kaliningrad,RUSSIAN FEDERATION,,false
510,529,Federal State Institution,Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA),7  Petra Velikogo emb.  RF- 236006,,,Kaliningrad,RUSSIAN FEDERATION,,false
510,529,Federal State Institution,Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA),7  Petra Velikogo emb.  RF- 236006,,,Kaliningrad,RUSSIAN FEDERATION,,false
510,529,Federal State Institution,Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA),7  Petra Velikogo emb.  RF- 236006,,,Kaliningrad,RUSSIAN FEDERATION,,false
505,505,Ministry of Transport of The Peoples Republic of China,No. 11 Jianguomen Inner Street,null,null,null,Beijing ,CHINA  PEOPLES REPUBLIC OF,100736,false
505,505,Ministry of Transport of The Peoples Republic of China,No. 11 Jianguomen Inner Street,null,null,null,Beijing ,CHINA  PEOPLES REPUBLIC OF,100736,false
504,504,Ministry of Transport of The Peoples Republic of China,No. 11 Jianguomen Inner Street,null,null,null,Beijing ,CHINA  PEOPLES REPUBLIC OF,100736,false
504,504,Ministry of Transport of The Peoples Republic of China,No. 11 Jianguomen Inner Street,null,null,null,Beijing ,CHINA  PEOPLES REPUBLIC OF,100736,false
502,766,Bureau of Fisheries  ,Ministry of Agriculture and Rural Affairs ,P.R.China ,No.11 Nongzhan Nanli ,,Beijing  ,CHINA  PEOPLES REPUBLIC OF,100125,false
502,766,Bureau of Fisheries  ,Ministry of Agriculture and Rural Affairs ,P.R.China ,No.11 Nongzhan Nanli ,,Beijing  ,CHINA  PEOPLES REPUBLIC OF,100125,false
502,766,Bureau of Fisheries  ,Ministry of Agriculture and Rural Affairs ,P.R.China ,No.11 Nongzhan Nanli ,,Beijing  ,CHINA  PEOPLES REPUBLIC OF,100125,false
502,766,Bureau of Fisheries  ,Ministry of Agriculture and Rural Affairs ,P.R.China ,No.11 Nongzhan Nanli ,,Beijing  ,CHINA  PEOPLES REPUBLIC OF,100125,false
502,766,Bureau of Fisheries  ,Ministry of Agriculture and Rural Affairs ,P.R.China ,No.11 Nongzhan Nanli ,,Beijing  ,CHINA  PEOPLES REPUBLIC OF,100125,false
502,766,Bureau of Fisheries  ,Ministry of Agriculture and Rural Affairs ,P.R.China ,No.11 Nongzhan Nanli ,,Beijing  ,CHINA  PEOPLES REPUBLIC OF,100125,false
502,766,Bureau of Fisheries  ,Ministry of Agriculture and Rural Affairs ,P.R.China ,No.11 Nongzhan Nanli ,,Beijing  ,CHINA  PEOPLES REPUBLIC OF,100125,false
502,766,Bureau of Fisheries  ,Ministry of Agriculture and Rural Affairs ,P.R.China ,No.11 Nongzhan Nanli ,,Beijing  ,CHINA  PEOPLES REPUBLIC OF,100125,false
502,766,Bureau of Fisheries  ,Ministry of Agriculture and Rural Affairs ,P.R.China ,No.11 Nongzhan Nanli ,,Beijing  ,CHINA  PEOPLES REPUBLIC OF,100125,false
501,501,Ministry of Transport of The Peoples Republic of China,No. 11 Jianguomen Inner Street,null,null,null,Beijing ,CHINA  PEOPLES REPUBLIC OF,100736,false
501,501,Ministry of Transport of The Peoples Republic of China,No. 11 Jianguomen Inner Street,null,null,null,Beijing ,CHINA  PEOPLES REPUBLIC OF,100736,false
501,501,Ministry of Transport of The Peoples Republic of China,No. 11 Jianguomen Inner Street,null,null,null,Beijing ,CHINA  PEOPLES REPUBLIC OF,100736,false
501,501,Ministry of Transport of The Peoples Republic of China,No. 11 Jianguomen Inner Street,null,null,null,Beijing ,CHINA  PEOPLES REPUBLIC OF,100736,false
501,501,Ministry of Transport of The Peoples Republic of China,No. 11 Jianguomen Inner Street,null,null,null,Beijing ,CHINA  PEOPLES REPUBLIC OF,100736,false
501,501,Ministry of Transport of The Peoples Republic of China,No. 11 Jianguomen Inner Street,null,null,null,Beijing ,CHINA  PEOPLES REPUBLIC OF,100736,false
501,501,Ministry of Transport of The Peoples Republic of China,No. 11 Jianguomen Inner Street,null,null,null,Beijing ,CHINA  PEOPLES REPUBLIC OF,100736,false
491,491,The Department of Ship and Crew Registration of VINAMARINE,No. 08  Pham Hung Boulevar ,Mai Dich Ward,null,Cau Giay District,null,VIETNAM,null,false
491,491,The Department of Ship and Crew Registration of VINAMARINE,No. 08  Pham Hung Boulevar ,Mai Dich Ward,null,Cau Giay District,null,VIETNAM,null,false
491,491,The Department of Ship and Crew Registration of VINAMARINE,No. 08  Pham Hung Boulevar ,Mai Dich Ward,null,Cau Giay District,null,VIETNAM,null,false
491,491,The Department of Ship and Crew Registration of VINAMARINE,No. 08  Pham Hung Boulevar ,Mai Dich Ward,null,Cau Giay District,null,VIETNAM,null,false
490,490,The Department of Ship and Crew Registration of VINAMARINE,No. 08  Pham Hung Boulevar ,Mai Dich Ward,null,Cau Giay District,null,VIETNAM,null,false
490,490,The Department of Ship and Crew Registration of VINAMARINE,No. 08  Pham Hung Boulevar ,Mai Dich Ward,null,Cau Giay District,null,VIETNAM,null,false
490,490,The Department of Ship and Crew Registration of VINAMARINE,No. 08  Pham Hung Boulevar ,Mai Dich Ward,null,Cau Giay District,null,VIETNAM,null,false
490,490,The Department of Ship and Crew Registration of VINAMARINE,No. 08  Pham Hung Boulevar ,Mai Dich Ward,null,Cau Giay District,null,VIETNAM,null,false
489,489,The Department of Ship and Crew Registration of VINAMARINE,No. 08  Pham Hung Boulevar ,Mai Dich Ward,null,Cau Giay District,null,VIETNAM,null,false
489,489,The Department of Ship and Crew Registration of VINAMARINE,No. 08  Pham Hung Boulevar ,Mai Dich Ward,null,Cau Giay District,null,VIETNAM,null,false
488,488,The Department of Ship and Crew Registration of VINAMARINE,No. 08  Pham Hung Boulevar ,Mai Dich Ward,null,Cau Giay District,null,VIETNAM,null,false
488,488,The Department of Ship and Crew Registration of VINAMARINE,No. 08  Pham Hung Boulevar ,Mai Dich Ward,null,Cau Giay District,null,VIETNAM,null,false
488,488,The Department of Ship and Crew Registration of VINAMARINE,No. 08  Pham Hung Boulevar ,Mai Dich Ward,null,Cau Giay District,null,VIETNAM,null,false
488,488,The Department of Ship and Crew Registration of VINAMARINE,No. 08  Pham Hung Boulevar ,Mai Dich Ward,null,Cau Giay District,null,VIETNAM,null,false
488,488,The Department of Ship and Crew Registration of VINAMARINE,No. 08  Pham Hung Boulevar ,Mai Dich Ward,null,Cau Giay District,null,VIETNAM,null,false
487,487,Instituto Nacional de los Espacios Acuaticos (INEA),Av Orinoco  Entre Calles Perija y Mucuchies,Edif INEA, Las Mercedes,null,Caracas,VENEZUELA,1060,false
486,486,Instituto Nacional de los Espacios Acuaticos (INEA),Av Orinoco  Entre Calles Perija y Mucuchies,Edif INEA, Las Mercedes,null,Caracas,VENEZUELA,1060,false
485,485,Instituto Nacional de los Espacios Acuaticos (INEA),Av Orinoco  Entre Calles Perija y Mucuchies,Edif INEA, Las Mercedes,null,Caracas,VENEZUELA,1060,false
484,484,Vanuatu Maritime Services Limited ,39 Broadway  Suite 2020,null,null,New York,New York,USA,10006,true
483,483,Vanuatu Maritime Services Limited ,39 Broadway  Suite 2020,null,null,New York,New York,USA,10006,true
482,482,Vanuatu Maritime Services Limited ,39 Broadway  Suite 2020,,,,New York,UNITED STATES OF AMERICA,10006,true
481,481,Vanuatu Maritime Services Limited ,39 Broadway  Suite 2020,null,null,New York,New York,USA,10006,true
480,480,Prefectura Nacional Naval ,Direccion Registral y de Marina Mercante,Rambla 25 de agosto de 1825  S/N,Comando General de la Armada 1er. Piso  Montevideo,null,null,URUGUAY,null,true
479,479,Prefectura Nacional Naval ,Direccion Registral y de Marina Mercante,Rambla 25 de agosto de 1825  S/N,Comando General de la Armada 1er. Piso  Montevideo,null,null,URUGUAY,null,true
478,478,Prefectura Nacional Naval ,Direccion Registral y de Marina Mercante,Rambla 25 de agosto de 1825  S/N,Comando General de la Armada 1er. Piso  Montevideo,null,null,URUGUAY,null,true
475,475,Civil Liability Certificates (CLC) Team,Maritime & Coastguard Agency,Registry of Shipping and Seamen,Anchor Court,,Cardiff,UNITED KINGDOM,CF24 5JW,false
474,788,Civil Liability Certificates (CLC) Team,Maritime & Coastguard Agency,Registry of Shipping and Seamen,Anchor Court  Keen Road,,Cardiff,UNITED KINGDOM,CF24 5JW,false
473,787,Civil Liability Certificates (CLC) Team,Maritime & Coastguard Agency,Registry of Shipping and Seamen,Anchor Court  Keen Road,,Cardiff,UNITED KINGDOM,CF24 5JW,false
472,472,Civil Liability Certificates (CLC) Team,Maritime & Coastguard Agency,Registry of Shipping and Seamen,Anchor Court  Keen Road,,Cardiff,UNITED KINGDOM,CF24 5JW,true
471,471,Civil Liability Certificates (CLC) Team,Maritime and Coastguard Agency,Registry of Shipping and Seamen,Anchor Court  Keen Road,,Cardiff,UNITED KINGDOM,CF24 5JW,true
469,469,Director of Marine Services,P.O. Box 3522,null,null,null,Sharjah,U.A.E,null,true
468,468,Director of Marine Services,P.O. Box 3522,null,null,null,Sharjah,U.A.E,null,true
467,467,Director of Marine Services,P.O. Box 3522,,,,Sharjah,UNITED ARAB EMIRATES,,true
466,466,Tuvalu Ship Registry,10 Anson Road #25-16,International Plaza ,null,null,Singapore,SINGAPORE,079903,false
465,465,Tuvalu Ship Registry,10 Anson Road #25-16,International Plaza ,null,null,Singapore,SINGAPORE,079903,false
464,464,Tuvalu Ship Registry,10 Anson Road #25-16,International Plaza ,null,null,Singapore,SINGAPORE,079903,false
463,463,Tuvalu Ship Registry,10 Anson Road #25-16,International Plaza ,null,null,Singapore,SINGAPORE,079903,false
462,462,Tuvalu Ship Registry,10 Anson Road #25-16,International Plaza ,null,null,Singapore,SINGAPORE,079903,false
461,461,Ministry of Transport  Maritime Affairs and Communications,Hakk? Turayliç Caddesi,No:5 Emek/ANKARA,null,null,Ankara,TURKEY,null,true
460,460,Ministry of Transport  Maritime Affairs and Communications,Hakk? Turayliç Caddesi,No:5 Emek/ANKARA,null,null,Ankara,TURKEY,null,true
459,826,Republic of Turkey Ministry of Transport and Infrastructure,Emek Mahallesi ,Hakk? Turayliç Caddesi ,No: 5 ,,Çankaya / ANKARA,TURKEY,,false
459,826,Republic of Turkey Ministry of Transport and Infrastructure,Emek Mahallesi ,Hakk? Turayliç Caddesi ,No: 5 ,,Çankaya / ANKARA,TURKEY,,false
459,826,Republic of Turkey Ministry of Transport and Infrastructure,Emek Mahallesi ,Hakk? Turayliç Caddesi ,No: 5 ,,Çankaya / ANKARA,TURKEY,,false
458,458,Ministry of Transport  Maritime Affairs and Communications,Hakk? Turayliç Caddesi,No:5 Emek/ANKARA,null,null,Ankara,TURKEY,null,true
457,457,Republique Tunisienne,Ministere du Transport  OMMP,null,null,null,Lagoulette,TUNISIA,2060,true
456,456,Republique Tunisienne,Ministere du Transport  OMMP,null,null,null,Lagoulette,TUNISIA,2060,true
455,455,Republique Tunisienne,Ministere du Transport  OMMP,null,null,null,Lagoulette,TUNISIA,2060,true
454,454,Ministry of Marine & Ports,P.O. Box 397,null,null,null,Nuku’alofa,TONGA,null,false
453,453,Ministry of Marine & Ports,P.O. Box 397,null,null,null,Nuku’alofa,TONGA,null,false
452,452,Ministry of Marine & Ports,P.O. Box 397,null,null,null,Nuku’alofa,TONGA,null,false
451,451,Ministry of Marine & Ports,P.O. Box 397,null,null,null,Nuku’alofa,TONGA,null,false
450,450,Ministry of Marine & Ports,P.O. Box 397,null,null,null,Nuku’alofa,TONGA,null,false
449,449,Togo Maritime Administration,C/O International Registrations Bureau,Zalka Main Road,Municipality Bldg  5th Floor,null,Beirut,LEBANON,null,false
448,448,Togo Maritime Administration,C/O International Registrations Bureau,Zalka Main Road,Municipality Bldg  5th Floor,null,Beirut,LEBANON,null,false
447,447,Togo Maritime Administration,C/O International Registrations Bureau,Zalka Main Road,Municipality Bldg  5th Floor,null,Beirut,LEBANON,null,false
446,446,Togo Maritime Administration,C/O International Registrations Bureau,Zalka Main Road,Municipality Bldg  5th Floor,null,Beirut,LEBANON,null,false
445,445,Swiss Maritime Navigation Office SMNO,Elisabethenstrasse 33,P.O. Box ,null,null,Basel,SWITZERLAND ,CH-4010,true
444,444,Swiss Maritime Navigation Office SMNO,Elisabethenstrasse 33,P.O. Box ,null,null,Basel,SWITZERLAND ,CH-4010,true
443,443,Swiss Maritime Navigation Office SMNO,Elisabethenstrasse 33,P.O. Box ,null,null,Basel,SWITZERLAND ,CH-4010,true
442,442,Swiss Maritime Navigation Office SMNO,Elisabethenstrasse 33,P.O. Box ,null,null,Basel,SWITZERLAND ,CH-4010,true
441,441,Swedish Transport Agency
Civil Aviation and Maritime Department,null,null,null,null,NorrkÖping,SWEDEN,SE-601 73,true
440,440,Swedish Transport Agency
Civil Aviation and Maritime Department,null,null,null,null,NorrkÖping,SWEDEN,SE-601 73,true
439,439,Swedish Transport Agency
Civil Aviation and Maritime Department,null,null,null,null,NorrkÖping,SWEDEN,SE-601 73,true
438,438,Swedish Transport Agency
Civil Aviation and Maritime Department,null,null,null,null,NorrkÖping,SWEDEN,SE-601 73,true
434,434,Commissioner For Maritimes Affairs of Saint Vincent and the Grenadines,8  Avenue Frontenex,null,null,null,null,GENEVA,CH – 1207,false
434,434,Commissioner For Maritimes Affairs of Saint Vincent and the Grenadines,8  Avenue Frontenex,null,null,null,null,GENEVA,CH – 1207,false
433,433,Commissioner For Maritimes Affairs of Saint Vincent and the Grenadines,8  Avenue Frontenex,null,null,null,null,GENEVA,CH – 1207,false
433,433,Commissioner For Maritimes Affairs of Saint Vincent and the Grenadines,8  Avenue Frontenex,null,null,null,null,GENEVA,CH – 1207,false
432,432,Commissioner For Maritimes Affairs of Saint Vincent and the Grenadines,8  Avenue Frontenex,null,null,null,null,GENEVA,CH – 1207,false
432,432,Commissioner For Maritimes Affairs of Saint Vincent and the Grenadines,8  Avenue Frontenex,null,null,null,null,GENEVA,CH – 1207,false
431,431,Commissioner For Maritimes Affairs of Saint Vincent and the Grenadines,8  Avenue Frontenex,null,null,null,null,GENEVA,CH – 1207,false
431,431,Commissioner For Maritimes Affairs of Saint Vincent and the Grenadines,8  Avenue Frontenex,null,null,null,null,GENEVA,CH – 1207,false
431,431,Commissioner For Maritimes Affairs of Saint Vincent and the Grenadines,8  Avenue Frontenex,null,null,null,null,GENEVA,CH – 1207,false
430,430,St. Kitts & Nevis International ship
Registry,West Wing  York house,48-50 Western Road,Romford,null,null,UNITED KINGDOM,RM1 3LP,true
429,429,St. Kitts & Nevis International ship
Registry,West Wing  York house,48-50 Western Road,Romford,null,null,UNITED KINGDOM,RM1 3LP,true
428,428,St. Kitts & Nevis International Ship Registry,Stolt-Nielsen House,1-5 Oldchurch Road,,,Romford,UNITED KINGDOM,RM7 0BQ,true
427,427,St. Kitts & Nevis International Ship Registry,Stolt-Nielsen House,1-5 Oldchurch Road,,,Romford,UNITED KINGDOM,RM7 0BQ,true
426,426,Direccion General de la Marina Mercante,Subdirección General de Seguridad Maritima y Contaminacion.,C/ Ruiz de Alarcon 1 ,null,null,Madrid,SPAIN,28071,true
425,425,Direccion General de la Marina Mercante,Subdirección General de Seguridad Maritima y Contaminacion.,C/ Ruiz de Alarcon 1 ,null,null,Madrid,SPAIN,28071,true
424,424,Direccion General de la Marina Mercante,Subdirección General de Seguridad Maritima y Contaminacion.,C/ Ruiz de Alarcon 1 ,null,null,Madrid,SPAIN,28071,true
423,423,Direccion General de la Marina Mercante,Subdirección General de Seguridad Maritima y Contaminacion.,C/ Ruiz de Alarcon 1 ,null,null,Madrid,SPAIN,28071,true
422,422,PO Box 13269,Humerail,null,null,null,Port Elizabeth,SOUTH AFRICA,6001,true
421,421,PO Box 13269,Humerail,null,null,null,Port Elizabeth,SOUTH AFRICA,6001,true
420,420,PO Box 13269,Humerail,null,null,null,Port Elizabeth,SOUTH AFRICA,6001,true
419,419,Ministry of Infrastructure 
Slovenian Maritime Administration,Ukmarjev trg 2,null,null,null,Koper,SLOVENIA,SI-6000,true
418,418,Ministry of Infrastructure 
Slovenian Maritime Administration,Ukmarjev trg 2,null,null,null,Koper,SLOVENIA,SI-6000,true
417,417,Ministry of Infrastructure 
Slovenian Maritime Administration,Ukmarjev trg 2,null,null,null,Koper,SLOVENIA,SI-6000,true
416,416,Ministry of Infrastructure 
Slovenian Maritime Administration,Ukmarjev trg 2,null,null,null,Koper,SLOVENIA,SI-6000,true
415,415,Shipping Division  Maritime and Port Authority of Singapore,460 Alexandra Road ,#21-00   PSA Building ,null,null,Singapore ,SINGAPORE,119963,true
414,414,Shipping Division  Maritime and Port Authority of Singapore,460 Alexandra Road ,#21-00   PSA Building ,null,null,Singapore ,SINGAPORE,119963,true
413,413,Shipping Division  Maritime and Port Authority of Singapore,460 Alexandra Road ,#21-00   PSA Building ,null,null,Singapore ,SINGAPORE,119963,true
412,412,Shipping Division  Maritime and Port Authority of Singapore,460 Alexandra Road ,#21-00   PSA Building ,null,null,Singapore ,SINGAPORE,119963,true
411,411,Sierra Leone Maritime Administration ,Maritime House #6,Government Wharf Ferry Terminal,null,null,Freetown,SIERRA LEONE,null,true
410,410,Sierra Leone Maritime Administration ,Maritime House #6,Government Wharf Ferry Terminal,null,null,Freetown,SIERRA LEONE,null,true
409,409,Sierra Leone Maritime Administration ,Maritime House #6,Government Wharf Ferry Terminal,null,null,Freetown,SIERRA LEONE,null,true
408,408,Sierra Leone Maritime Administration ,Maritime House #6,Government Wharf Ferry Terminal,null,null,Freetown,SIERRA LEONE,null,true
402,407,Marine Department,Ministry of Communications & Transport at Dammam ,null,null,null,Dammam,SAUDI ARABIA,31178,false
402,407,Marine Department,Ministry of Communications & Transport at Dammam ,null,null,null,Dammam,SAUDI ARABIA,31178,false
401,406,Marine Department,Ministry of Communications & Transport at Dammam ,null,null,null,Dammam,SAUDI ARABIA,31178,false
401,406,Marine Department,Ministry of Communications & Transport at Dammam ,null,null,null,Dammam,SAUDI ARABIA,31178,false
400,403,Marine Department,Ministry of Communications & Transport at Dammam ,null,null,null,Dammam,SAUDI ARABIA,31178,false
400,403,Marine Department,Ministry of Communications & Transport at Dammam ,null,null,null,Dammam,SAUDI ARABIA,31178,false
399,399,The Ministry of Works Transport and Infrastructure,P.O. Box Private Bag,null,null,null,Apia,SAMOA,null,false
