SQL_SignatoryStateId,SQL_Id,SQL_AddressName,SQL_AddressLine1,SQL_AddressLine2,SQL_AddressLine3,SQL_StateOrCounty,SQL_City,SQL_Country,SQL_PostCode,SQL_PrimaryAddress,SQL_isThePrimaryAddress
565,569,Direction des affaires maritimes (DAM),Grande Arche,Paroi Sud,null,null,Paris-La-Défense Cedex,France,92055,true,True
565,570,Direction des Affaires Maritimes,2 bis  rue Félix Russeil,BP. 36,null,null,Noumea Cedex,France,98845,true,True
564,568,The Ministry of Employment and the Economy,Aleksanterinkatu 4,P.O. Box 32  FI-00023 GOVERNMENT,null,null,Helsinki,Finland,null,true,True
563,567,The Maritime Safety Authority of Fiji (MSAF), Level 4 Kadavu House,414 Victoria Parade,null,null,Suva,Fiji,null,true,True
562,566,The Faroese Maritime Authority,null,null,null,null,null,Denmark ,null,true,True
561,565,Danish Maritime Authority,Fjordvænget 30,,,,DK-4220 Korsør,DENMARK,,true,True
560,564,Ministry of Communications and Works Department of Merchant Shipping (DMS),P.O. Box 56193,null,null,null, Lemesos,Cyprus,3305,true,True
559,563, Ministry of Maritime Affairs  Transport and Infrastructure,Prisavlje 14,HR-10000,null,null,Zagreb,Croatia,null,true,True
558,562,null,null,null,null,null,null,Congo,null,true,True
557,561,Transport Canada  Safety and Security,330 Sparks Street  11th floor (AMS),Place de Ville  Tower C,null,null,Ottawa,Canada,K1A 0N8,true,True
556,560,null,null,null,null,null,null,null,null,true,True
555,559,Bulgarian Maritime Administration (BMA),Diakon Ignatii Str,9. - 1000,null,null,Sofia,Bulgaria,null,true,True
554,558,Federal Ministry of Labor and Social Policy,Marka Marulica 2,null,null,null,Sarajevo,Bosnia and Herzegovina,71000,true,True
553,557,Ministry of Labour and Public Administration of Benin,null,null,null,null,null,Benin,null,true,True
552,556,International Merchant Marine Registry of Belize (IMMARBE),Marina Towers,Suite 204,Newton Barracks,null,Belize City,Belize,null,true,True
551,555,Federal Public Service Mobility and Transport  Maritime Transport,Directorate General Shipping,City Atrium,Vooruitgangstraat 56 / Rue du Progres 56,, Brussels,BELGIUM,B-1210 ,true,True
550,554,Ministry of Labour,3rd Floor West ,Warrens Office Complex,null,null,St. Michael,Barbados,null,true,True
549,553,null,null,null,null,null,null,Bangladesh,null,true,True
548,552,The Bahamas Maritime Authority,Shirlaw House  87 Shirley Street,PO Box N-4679,null,null,Nassau,Bahamas,null,true,True
547,551,Australian Maritime Safety Authority (AMSA),AMSA Head Office  Information Centre,82 Northbourne Avenue,null,null,Braddon ACT,Australia,2612,true,True
546,550,Prefectura Naval Argentina,Av. Eduardo Madero 235,C1106ACC,,,Ciudad Autónoma de Buenos Aires ,ARGENTINA,,true,True
545,549,Antigua and Barbuda Department of Marine Services and Merchant Shipping (ADOMS),Corner of Popeshead and Dickenson Bay Streets,P.O. Box 1394,null,Antigua  W.I., St. John’s,Antigua and Barbuda,1394,true,True
544,545,Swiss Maritime Navigation Office SMNO,Elisabethenstrasse 33,PO Box,,,CH-4010 Basel,SWITZERLAND,,false,False
543,544,St. Kitts & Nevis International Ship Registry ,Stolt-Nielsen House ,1-5 Oldchurch Road ,,,Romford,UNITED KINGDOM,RM7 0BQ,false,False
542,543,Bureau Veritas,67/71 Bd du Chateau,9571 Neuilly-Sur-Seine,,,Cedex,FRANCE,,false,False
542,799,Lloyd’s Register group services Limited,71 Fenchurch Street,,,,London,UNITED KINGDOM,EC3M 4BS,false,False
542,812,Bureau Veritas ,Le Triangle de l’Arche,8  cours du Triangle – CS 50101,92937 ,CEDEX,PARIS LA DEFENSE ,FRANCE,,false,False
541,542,The State Maritime Agency of the Ministry of Transport,Communications and High Technologies,2B Khanlar St,,,Baku City,AZERBAIJAN  REPUBLIC OF,AZ1003,false,False
540,541,The Commonwealth of Dominica Maritime Registry Inc (DMRI),Office of Maritime Affairs ,32  Washington Street  ,,,Fairhaven  MA ,UNITED STATES OF AMERICA,02719,false,False
539,540,PO Box 13269,Humerail,,,,Port Elizabeth,SOUTH AFRICA,6001,false,False
538,539,Inspectie Leefomgeving en Transport,Ministerie van Infrastructuur en Waterstaat,Postbox 16191,,,2500 BD Den Haag,NETHERLANDS,,false,False
537,538,Department of Economic Development,Isle of Man Ship Registry,St Georges Court,Upper Church Street,,Douglas,ISLE OF MAN,IM1 1EX,false,False
536,536,Ministry of Transport and Infrastructure General Maritime Directory,Lagja nr.1 RR. Tregtare,,,,Durres,ALBANIA,,false,False
535,535,Head of the Maritime Division  The Ministry of Works Transport and Infrastructure,PO Box Private Bag,Apia,null,null,null,WESTERN SAMOA,null,true,True
534,534,Head of the Maritime Division  The Ministry of Works Transport and Infrastructure,PO Box Private Bag,Apia,null,null,null,WESTERN SAMOA,null,true,True
533,533,Head of the Maritime Division  The Ministry of Works Transport and Infrastructure,PO Box Private Bag,Apia,null,null,null,WESTERN SAMOA,null,true,True
514,530,Federal State Institution,Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA),7  Petra Velikogo emb.  RF- 236006,,,Kaliningrad,RUSSIAN FEDERATION,,false,False
514,791,HARBOUR MASTER OF THE PORT OF ASTRAKHAN,KAPITANA KRASNOVA 31,,,,Astrakhan,RUSSIAN FEDERATION,414016,false,False
514,778,Harbour Master of Marine Port Authority of the Caspian Sea,31 Cap.Krasnov Street,,,, 414016   Astrachan,RUSSIAN FEDERATION,,false,False
514,779,Harbour Master of Marine Port Authority of the Caspian Sea,31 Cap.Krasnov street,,,,414016   Astrachan,RUSSIAN FEDERATION,,false,False
514,736,Harbour Master of the Port Kholmsk,14A  Portovaya Street,,,,Kholmsk  Sakhalin Region,RUSSIAN FEDERATION,694620,false,False
514,745,Harbour Master of Port Temryuk,353500,,,,Krasnodar Region,RUSSIAN FEDERATION,,false,False
514,761,PORT OF NOVOROSSIYSK,2 Mira Str.,353900,,,Krasnodar Region,RUSSIAN FEDERATION,,false,False
514,824,HARBOUR MASTER OF PETROPAVLOVSK-KAMCHATSKIY SEA PORT,26/1 RADIOSVYAZI STR.,,,,PETROPAVLOVSK-KAMCHATSKIY ,RUSSIAN FEDERATION,,false,False
514,514,Federal State Institution “Marine Administration of Port Novorossiysk” FSI “MAP Novorossiysk”),Harbour Master,2 emb.Admiral Serebryakov,,,353900  Novorossiysk,RUSSIAN FEDERATION,,false,False
514,515,Harbour Masrer Of Port Of Taganrog,Russian Ferderation,null,null,null,null,RUSSIAN FEDERATION,null,false,False
514,516,Harbour Master of the Port of Astrakhan,Zhelyabova 1,,,,Astrakhan 414000,RUSSIAN FEDERATION,,false,False
514,517,Harbour Master of the Bolshoy port St. -Petersburg,10 Gapsalskaya street,198035,,,St. Petersburg,RUSSIAN FEDERATION,,false,False
514,518,JSC Arkhangelsk Sea Commercial Port,52  Troitsky Prospect,163000,,,Arkhangelsk,RUSSIAN FEDERATION,,false,False
514,519,Marine Administration of Port of Murmansk,Portovy Proezd str. 1,,,,183034 Murmansk,RUSSIAN FEDERATION,,false,False
514,521,Russian Ministry of Transport Marine Fleet Department,Sadovo-Samotechnaya Street  10,,,,Moscow,RUSSIAN FEDERATION,,false,False
514,525,The Captain of Seaport Taganrog Federal State institute of “Taganrog Maritime Port Administration”,2  Komsomolsky Spusk Str.,Rostov Region,,,Taganrog  347922,RUSSIAN FEDERATION,,false,False
514,526,The Harbour Master of the Port of Rostov-On-Don of Rostov-On-Don Office of Azov,Sea Maritime Administration,Russian Federation ,null,null,null,RUSSIAN FEDERATION,null,false,False
514,527,Vladivostok Harbour Master ,Vladivostok Sea Port Administration ,3  Nizhne - Portovaya Street ,,,Vladivostok  690990 ,RUSSIAN FEDERATION,,false,False
514,528,Administration of the Seaport of Arkhangelsk,Harbour Master,Mr. Alexandrov Arkady Germanovich,Karla Marksa Str.6,,Arkhangelsk,RUSSIAN FEDERATION,,false,False
513,513,Federal State Institution,Administration of Sea Port "The Big Port of St. Petersburg",(FSI "ASP "BPSt. - Petersburg"),Harbour Master,Harbour Master,Harbour Master,RUSSIAN FEDERATION,null,true,True
513,524,Russian Ministry of Transport Marine Fleet Department,Sadovo-Samotechnaya Street  10,Moscow,Russia,Russia,Russia,RUSSIAN FEDERATION,null,false,False
513,532,Federal State Institution,Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA),7  Petra Velikogo emb.  RF- 236006,Kaliningrad,Kaliningrad,Kaliningrad,KALININGRAD,RUSSIAN FEDERATION,false,False
512,531,Federal State Institution,Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA),7  Petra Velikogo emb.  RF- 236006,Kaliningrad,Kaliningrad,Kaliningrad,KALININGRAD,RUSSIAN FEDERATION,false,False
512,523,Russian Ministry of Transport Marine Fleet Department,Sadovo-Samotechnaya Street  10,Moscow,Russia,Russia,Russia,RUSSIAN FEDERATION,null,false,False
512,512,Federal State Institution,Administration of Sea Port "The Big Port of St. Petersburg",(FSI "ASP "BPSt. - Petersburg"),Harbour Master,Harbour Master,Harbour Master,RUSSIAN FEDERATION,null,true,True
510,510,Federal State Institution,Administration of Sea Port "The Bolshoy Port of St. Petersburg",(FSI "ASP "BPSt. - Petersburg"),,,Harbour Master,RUSSIAN FEDERATION,,true,True
510,520,Russian Ministry of Transport Marine Fleet Department,Sadovo-Samotechnaya Street  10,,,,Russia,RUSSIAN FEDERATION,,false,False
510,529,Federal State Institution,Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA),7  Petra Velikogo emb.  RF- 236006,,,Kaliningrad,RUSSIAN FEDERATION,,false,False
510,762,PORT OF NOVOROSSIYSK,2 Mira Str,353900,,,Krasnodar Region,RUSSIAN FEDERATION,,false,False
510,763,Harbour Master of the Port of Astrakhan ,Zhelyabova 1,,,,Astrakhan 414000 ,RUSSIAN FEDERATION,,false,False
510,771,THE CAPTAIN OF SEAPORT TAGANROG FEDERAL STATE INSTITUTE OF “TAGANROG MARITIME PORT ADMINISTRATION”,2  KOMSOMOLSKY SPUSK STR.,ROSTOV REGION,,,TAGANROG  347922,RUSSIAN FEDERATION,,false,False
510,746,Harbour Master of Port Temryuk,353500,,,,Krasnodar Region,RUSSIAN FEDERATION,,false,False
510,792,Maritime Administration of Astrakhan Port,Kapitana Krasnova Street 31,,,,Astrakhan,RUSSIAN FEDERATION,414016,false,False
510,825,HARBOUR MASTER OF PETROPAVLOVSK-KAMCHATSKIY SEA PORT,26/1 RADIOSVYAZI STR.,,,,PETROPAVLOVSK-KAMCHATSKIY ,RUSSIAN FEDERATION,,false,False
505,509,Quanzhou Maritime Safety Administration of the Peoples Republic of China,Maritime Building  Quanannan Road,Jinjiang  Quanzhou,null,Fujian Province,null,CHINA  PEOPLES REPUBLIC OF,null,true,True
505,505,Ministry of Transport of The Peoples Republic of China,No. 11 Jianguomen Inner Street,null,null,null,Beijing ,CHINA  PEOPLES REPUBLIC OF,100736,false,False
504,504,Ministry of Transport of The Peoples Republic of China,No. 11 Jianguomen Inner Street,null,null,null,Beijing ,CHINA  PEOPLES REPUBLIC OF,100736,false,False
504,508,Quanzhou Maritime Safety Administration of the Peoples Republic of China,Maritime Building  Quanannan Road,Jinjiang  Quanzhou,null,Fujian Province,null,CHINA  PEOPLES REPUBLIC OF,null,true,True
502,507,Quanzhou Maritime Safety Administration of the Peoples Republic of China,Maritime Building  Quanannan Road,Jinjiang  Quanzhou,null,Fujian Province,null,CHINA  PEOPLES REPUBLIC OF,null,true,True
502,502,Ministry of Transport of The Peoples Republic of China,No. 11 Jianguomen Inner Street,null,null,null,Beijing ,CHINA  PEOPLES REPUBLIC OF,100736,false,False
502,827,Nanjing Maritime Safety Administration of the People’s Republic of China,No.238 Central Road,,,,Nanjing 210009,CHINA  PEOPLES REPUBLIC OF,,false,False
502,819,ZheJiang Maritime Safety Administration of People’s Republic of China,No.1 Yeqingdou Road ,Gongshu District ,,,Hangzhou ,CHINA  PEOPLES REPUBLIC OF,,false,False
502,833,Qingdao Maritime Safety Administration,No.1  Ningbo Road,Shibei District,,,Qingdao  Shandong,CHINA  PEOPLES REPUBLIC OF,266011,false,False
502,749,Guangzhou Maritime Safety Administration of the Peoples Republic of China,# 520 Binjiang Road East,Haizhu District,,,Guangzhou,CHINA  PEOPLES REPUBLIC OF,,false,False
502,750,ZHOUSHAN MARITIME SAFETY ADMINISTRATION OF PEOPLE’S REPUBLIC OF CHINA ,NO. 368 HUANGCHENG SOUTH ROAD,DINGHAI DISTRICT,,,ZHOUSHAN,CHINA  PEOPLES REPUBLIC OF,,false,False
502,766,Bureau of Fisheries  ,Ministry of Agriculture and Rural Affairs ,P.R.China ,No.11 Nongzhan Nanli ,,Beijing  ,CHINA  PEOPLES REPUBLIC OF,100125,false,False
502,755,Ningbo,Ningbo Maritime Safety Administration of People's Republic of China,No.351 Renmin Road,Jiangbei District,,Ningbo,CHINA  PEOPLES REPUBLIC OF,,false,False
501,756,Ningbo,Ningbo Maritime Safety Administration of People's Republic of China,No.351 Renmin Road,Jiangbei District,,Ningbo,CHINA  PEOPLES REPUBLIC OF,,false,False
501,751,ZHOUSHAN MARITIME SAFETY ADMINISTRATION OF PEOPLE’S REPUBLIC OF CHINA ,NO. 368 HUANGCHENG SOUTH ROAD,DINGHAI DISTRICT,,,ZHOUSHAN,CHINA  PEOPLES REPUBLIC OF,,false,False
501,834,Qingdao Maritime Safety Administration,No.1  Ningbo Road,Shibei District,,,Qingdao  Shandong,CHINA  PEOPLES REPUBLIC OF,266011,false,False
501,820,ZheJiang Maritime Safety Administration of People’s Republic of China,No.1 Yeqingdou Road ,Gongshu District  ,,,Hangzhou ,CHINA  PEOPLES REPUBLIC OF,,false,False
501,828,Nanjing Maritime Safety Administration of the People’s Republic of China,No.238 Central Road,,,,Nanjing 210009,CHINA  PEOPLES REPUBLIC OF,,false,False
501,501,Ministry of Transport of The Peoples Republic of China,No. 11 Jianguomen Inner Street,null,null,null,Beijing ,CHINA  PEOPLES REPUBLIC OF,100736,false,False
501,506,Quanzhou Maritime Safety Administration of the Peoples Republic of China,Maritime Building  Quanannan Road,Jinjiang  Quanzhou,null,Fujian Province,null,CHINA  PEOPLES REPUBLIC OF,null,true,True
491,500,Vietnam National Maritime Administration (VINAMARINE),Division of Ships & Seafarers Registration and Certification,Vinamarine Building,8 Pham Hung Street,null,Hanoi,VIETNAM,null,false,False
491,491,The Department of Ship and Crew Registration of VINAMARINE,No. 08  Pham Hung Boulevar ,Mai Dich Ward,null,Cau Giay District,null,VIETNAM,null,false,False
491,494,Vietnam Port Authority,Ministry of Transport & Communications,null,null,null,null,SOCIALIST REPUBLIC OF VIETNAM,null,true,True
491,497,VIETNAM MARITIME ADMINISTRATION  THE REGIONAL SHIP,REGISTRAR IN SAI GON ,2nd Floor  89 Pasteur Street ,Ben Nghe Ward,District 1,Ho Chi Minh City ,VIETNAM,null,false,False
490,493,Vietnam Port Authority,Ministry of Transport & Communications,null,null,null,null,SOCIALIST REPUBLIC OF VIETNAM,null,true,True
490,496,VIETNAM MARITIME ADMINISTRATION  THE REGIONAL SHIP,REGISTRAR IN SAI GON ,2nd Floor  89 Pasteur Street ,Ben Nghe Ward,District 1,Ho Chi Minh City ,VIETNAM,null,false,False
490,499,Vietnam National Maritime Administration (VINAMARINE),Division of Ships & Seafarers Registration and Certification,Vinamarine Building,8 Pham Hung Street,null,Hanoi,VIETNAM,null,false,False
490,490,The Department of Ship and Crew Registration of VINAMARINE,No. 08  Pham Hung Boulevar ,Mai Dich Ward,null,Cau Giay District,null,VIETNAM,null,false,False
489,489,The Department of Ship and Crew Registration of VINAMARINE,No. 08  Pham Hung Boulevar ,Mai Dich Ward,null,Cau Giay District,null,VIETNAM,null,false,False
489,800,Vietnam Maritime Administration,Saigon Regional Ship Registar,No. 89 Pasteur Street,Ben Nghe Ward  District 1,,Ho Chi Minh City,VIETNAM,,false,False
488,801,Vietnam Maritime Administration,Saigon Regional Ship Registar,No. 89 Pasteur Street,Ben Nghe Ward  District 1,,Ho Chi Minh City,VIETNAM,,false,False
488,488,The Department of Ship and Crew Registration of VINAMARINE,No. 08  Pham Hung Boulevar ,Mai Dich Ward,null,Cau Giay District,null,VIETNAM,null,false,False
488,498,Vietnam National Maritime Administration (VINAMARINE),Division of Ships & Seafarers Registration and Certification,Vinamarine Building,8 Pham Hung Street,null,Hanoi,VIETNAM,null,false,False
488,495,VIETNAM MARITIME ADMINISTRATION  THE REGIONAL SHIP,REGISTRAR IN SAI GON ,2nd Floor  89 Pasteur Street ,Ben Nghe Ward,District 1,Ho Chi Minh City ,VIETNAM,null,false,False
488,492,Vietnam Port Authority,Ministry of Transport & Communications,null,null,null,null,SOCIALIST REPUBLIC OF VIETNAM,null,true,True
487,487,Instituto Nacional de los Espacios Acuaticos (INEA),Av Orinoco  Entre Calles Perija y Mucuchies,Edif INEA, Las Mercedes,null,Caracas,VENEZUELA,1060,false,False
486,486,Instituto Nacional de los Espacios Acuaticos (INEA),Av Orinoco  Entre Calles Perija y Mucuchies,Edif INEA, Las Mercedes,null,Caracas,VENEZUELA,1060,false,False
485,485,Instituto Nacional de los Espacios Acuaticos (INEA),Av Orinoco  Entre Calles Perija y Mucuchies,Edif INEA, Las Mercedes,null,Caracas,VENEZUELA,1060,false,False
484,484,Vanuatu Maritime Services Limited ,39 Broadway  Suite 2020,null,null,New York,New York,USA,10006,true,True
483,483,Vanuatu Maritime Services Limited ,39 Broadway  Suite 2020,null,null,New York,New York,USA,10006,true,True
482,482,Vanuatu Maritime Services Limited ,39 Broadway  Suite 2020,,,,New York,UNITED STATES OF AMERICA,10006,true,True
481,481,Vanuatu Maritime Services Limited ,39 Broadway  Suite 2020,null,null,New York,New York,USA,10006,true,True
480,480,Prefectura Nacional Naval ,Direccion Registral y de Marina Mercante,Rambla 25 de agosto de 1825  S/N,Comando General de la Armada 1er. Piso  Montevideo,null,null,URUGUAY,null,true,True
479,479,Prefectura Nacional Naval ,Direccion Registral y de Marina Mercante,Rambla 25 de agosto de 1825  S/N,Comando General de la Armada 1er. Piso  Montevideo,null,null,URUGUAY,null,true,True
478,478,Prefectura Nacional Naval ,Direccion Registral y de Marina Mercante,Rambla 25 de agosto de 1825  S/N,Comando General de la Armada 1er. Piso  Montevideo,null,null,URUGUAY,null,true,True
475,475,Civil Liability Certificates (CLC) Team,Maritime & Coastguard Agency,Registry of Shipping and Seamen,Anchor Court,,Cardiff,UNITED KINGDOM,CF24 5JW,false,False
474,788,Civil Liability Certificates (CLC) Team,Maritime & Coastguard Agency,Registry of Shipping and Seamen,Anchor Court  Keen Road,,Cardiff,UNITED KINGDOM,CF24 5JW,false,False
473,787,Civil Liability Certificates (CLC) Team,Maritime & Coastguard Agency,Registry of Shipping and Seamen,Anchor Court  Keen Road,,Cardiff,UNITED KINGDOM,CF24 5JW,false,False
472,472,Civil Liability Certificates (CLC) Team,Maritime & Coastguard Agency,Registry of Shipping and Seamen,Anchor Court  Keen Road,,Cardiff,UNITED KINGDOM,CF24 5JW,true,True
471,471,Civil Liability Certificates (CLC) Team,Maritime and Coastguard Agency,Registry of Shipping and Seamen,Anchor Court  Keen Road,,Cardiff,UNITED KINGDOM,CF24 5JW,true,True
469,469,Director of Marine Services,P.O. Box 3522,null,null,null,Sharjah,U.A.E,null,true,True
468,468,Director of Marine Services,P.O. Box 3522,null,null,null,Sharjah,U.A.E,null,true,True
467,467,Director of Marine Services,P.O. Box 3522,,,,Sharjah,UNITED ARAB EMIRATES,,true,True
466,466,Tuvalu Ship Registry,10 Anson Road #25-16,International Plaza ,null,null,Singapore,SINGAPORE,079903,false,False
465,465,Tuvalu Ship Registry,10 Anson Road #25-16,International Plaza ,null,null,Singapore,SINGAPORE,079903,false,False
464,464,Tuvalu Ship Registry,10 Anson Road #25-16,International Plaza ,null,null,Singapore,SINGAPORE,079903,false,False
463,463,Tuvalu Ship Registry,10 Anson Road #25-16,International Plaza ,null,null,Singapore,SINGAPORE,079903,false,False
462,462,Tuvalu Ship Registry,10 Anson Road #25-16,International Plaza ,null,null,Singapore,SINGAPORE,079903,false,False
461,461,Ministry of Transport  Maritime Affairs and Communications,Hakk? Turayliç Caddesi,No:5 Emek/ANKARA,null,null,Ankara,TURKEY,null,true,True
460,460,Ministry of Transport  Maritime Affairs and Communications,Hakk? Turayliç Caddesi,No:5 Emek/ANKARA,null,null,Ankara,TURKEY,null,true,True
459,459,Ministry of Transport  Maritime Affairs and Communications,Hakk? Turayliç Caddesi,No:5 Emek/ANKARA,null,null,Ankara,TURKEY,null,true,True
459,831,T.C. Ulastirma ve Altyapi Bakanligi,Istanbul Liman Baskanligi ,Kemankes Mah. Rihtim Cad. No: 33,,,Beyoglu / Istanbul,TURKEY,,false,False
459,826,Republic of Turkey Ministry of Transport and Infrastructure,Emek Mahallesi ,Hakk? Turayliç Caddesi ,No: 5 ,,Çankaya / ANKARA,TURKEY,,false,False
458,458,Ministry of Transport  Maritime Affairs and Communications,Hakk? Turayliç Caddesi,No:5 Emek/ANKARA,null,null,Ankara,TURKEY,null,true,True
457,457,Republique Tunisienne,Ministere du Transport  OMMP,null,null,null,Lagoulette,TUNISIA,2060,true,True
456,456,Republique Tunisienne,Ministere du Transport  OMMP,null,null,null,Lagoulette,TUNISIA,2060,true,True
455,455,Republique Tunisienne,Ministere du Transport  OMMP,null,null,null,Lagoulette,TUNISIA,2060,true,True
454,454,Ministry of Marine & Ports,P.O. Box 397,null,null,null,Nuku’alofa,TONGA,null,false,False
453,453,Ministry of Marine & Ports,P.O. Box 397,null,null,null,Nuku’alofa,TONGA,null,false,False
452,452,Ministry of Marine & Ports,P.O. Box 397,null,null,null,Nuku’alofa,TONGA,null,false,False
451,451,Ministry of Marine & Ports,P.O. Box 397,null,null,null,Nuku’alofa,TONGA,null,false,False
450,450,Ministry of Marine & Ports,P.O. Box 397,null,null,null,Nuku’alofa,TONGA,null,false,False
449,449,Togo Maritime Administration,C/O International Registrations Bureau,Zalka Main Road,Municipality Bldg  5th Floor,null,Beirut,LEBANON,null,false,False
448,448,Togo Maritime Administration,C/O International Registrations Bureau,Zalka Main Road,Municipality Bldg  5th Floor,null,Beirut,LEBANON,null,false,False
447,447,Togo Maritime Administration,C/O International Registrations Bureau,Zalka Main Road,Municipality Bldg  5th Floor,null,Beirut,LEBANON,null,false,False
446,446,Togo Maritime Administration,C/O International Registrations Bureau,Zalka Main Road,Municipality Bldg  5th Floor,null,Beirut,LEBANON,null,false,False
445,445,Swiss Maritime Navigation Office SMNO,Elisabethenstrasse 33,P.O. Box ,null,null,Basel,SWITZERLAND ,CH-4010,true,True
444,444,Swiss Maritime Navigation Office SMNO,Elisabethenstrasse 33,P.O. Box ,null,null,Basel,SWITZERLAND ,CH-4010,true,True
443,443,Swiss Maritime Navigation Office SMNO,Elisabethenstrasse 33,P.O. Box ,null,null,Basel,SWITZERLAND ,CH-4010,true,True
442,442,Swiss Maritime Navigation Office SMNO,Elisabethenstrasse 33,P.O. Box ,null,null,Basel,SWITZERLAND ,CH-4010,true,True
441,441,Swedish Transport Agency
Civil Aviation and Maritime Department,null,null,null,null,NorrkÖping,SWEDEN,SE-601 73,true,True
440,440,Swedish Transport Agency
Civil Aviation and Maritime Department,null,null,null,null,NorrkÖping,SWEDEN,SE-601 73,true,True
439,439,Swedish Transport Agency
Civil Aviation and Maritime Department,null,null,null,null,NorrkÖping,SWEDEN,SE-601 73,true,True
438,438,Swedish Transport Agency
Civil Aviation and Maritime Department,null,null,null,null,NorrkÖping,SWEDEN,SE-601 73,true,True
434,434,Commissioner For Maritimes Affairs of Saint Vincent and the Grenadines,8  Avenue Frontenex,null,null,null,null,GENEVA,CH – 1207,false,False
434,437,The Registrar of Ships 
Maritime Administration 
Cruise Ship Berth, St Vincent & The Grenadines ,null,null,null,Kingstown,WEST INDIES,null,true,True
433,436,The Registrar of Ships 
Maritime Administration 
Cruise Ship Berth, St Vincent & The Grenadines ,null,null,null,Kingstown,WEST INDIES,null,true,True
433,433,Commissioner For Maritimes Affairs of Saint Vincent and the Grenadines,8  Avenue Frontenex,null,null,null,null,GENEVA,CH – 1207,false,False
432,432,Commissioner For Maritimes Affairs of Saint Vincent and the Grenadines,8  Avenue Frontenex,null,null,null,null,GENEVA,CH – 1207,false,False
432,547,Maritime Administration,The Registrar of Ships,Cruise Ship Berth,,West Indies,Kingstown,ST VINCENT & GRENADINES,,false,False
431,548,Maritime Administration,The Registrar of Ships,Cruise Ship Berth,,,Kingstown  West Indies,ST VINCENT & GRENADINES,,false,False
431,431,Commissioner For Maritimes Affairs of Saint Vincent and the Grenadines,8  Avenue Frontenex,null,null,null,null,GENEVA,CH – 1207,false,False
431,435,The Registrar of Ships 
Maritime Administration 
Cruise Ship Berth, St Vincent & The Grenadines ,null,null,null,Kingstown,WEST INDIES,null,true,True
430,430,St. Kitts & Nevis International ship
Registry,West Wing  York house,48-50 Western Road,Romford,null,null,UNITED KINGDOM,RM1 3LP,true,True
429,429,St. Kitts & Nevis International ship
Registry,West Wing  York house,48-50 Western Road,Romford,null,null,UNITED KINGDOM,RM1 3LP,true,True
428,428,St. Kitts & Nevis International Ship Registry,Stolt-Nielsen House,1-5 Oldchurch Road,,,Romford,UNITED KINGDOM,RM7 0BQ,true,True
427,427,St. Kitts & Nevis International Ship Registry,Stolt-Nielsen House,1-5 Oldchurch Road,,,Romford,UNITED KINGDOM,RM7 0BQ,true,True
426,426,Direccion General de la Marina Mercante,Subdirección General de Seguridad Maritima y Contaminacion.,C/ Ruiz de Alarcon 1 ,null,null,Madrid,SPAIN,28071,true,True
425,425,Direccion General de la Marina Mercante,Subdirección General de Seguridad Maritima y Contaminacion.,C/ Ruiz de Alarcon 1 ,null,null,Madrid,SPAIN,28071,true,True
424,424,Direccion General de la Marina Mercante,Subdirección General de Seguridad Maritima y Contaminacion.,C/ Ruiz de Alarcon 1 ,null,null,Madrid,SPAIN,28071,true,True
423,423,Direccion General de la Marina Mercante,Subdirección General de Seguridad Maritima y Contaminacion.,C/ Ruiz de Alarcon 1 ,null,null,Madrid,SPAIN,28071,true,True
422,422,PO Box 13269,Humerail,null,null,null,Port Elizabeth,SOUTH AFRICA,6001,true,True
421,421,PO Box 13269,Humerail,null,null,null,Port Elizabeth,SOUTH AFRICA,6001,true,True
420,420,PO Box 13269,Humerail,null,null,null,Port Elizabeth,SOUTH AFRICA,6001,true,True
419,419,Ministry of Infrastructure 
Slovenian Maritime Administration,Ukmarjev trg 2,null,null,null,Koper,SLOVENIA,SI-6000,true,True
418,418,Ministry of Infrastructure 
Slovenian Maritime Administration,Ukmarjev trg 2,null,null,null,Koper,SLOVENIA,SI-6000,true,True
417,417,Ministry of Infrastructure 
Slovenian Maritime Administration,Ukmarjev trg 2,null,null,null,Koper,SLOVENIA,SI-6000,true,True
416,416,Ministry of Infrastructure 
Slovenian Maritime Administration,Ukmarjev trg 2,null,null,null,Koper,SLOVENIA,SI-6000,true,True
415,415,Shipping Division  Maritime and Port Authority of Singapore,460 Alexandra Road ,#21-00   PSA Building ,null,null,Singapore ,SINGAPORE,119963,true,True
414,414,Shipping Division  Maritime and Port Authority of Singapore,460 Alexandra Road ,#21-00   PSA Building ,null,null,Singapore ,SINGAPORE,119963,true,True
413,413,Shipping Division  Maritime and Port Authority of Singapore,460 Alexandra Road ,#21-00   PSA Building ,null,null,Singapore ,SINGAPORE,119963,true,True
412,412,Shipping Division  Maritime and Port Authority of Singapore,460 Alexandra Road ,#21-00   PSA Building ,null,null,Singapore ,SINGAPORE,119963,true,True
411,411,Sierra Leone Maritime Administration ,Maritime House #6,Government Wharf Ferry Terminal,null,null,Freetown,SIERRA LEONE,null,true,True
410,410,Sierra Leone Maritime Administration ,Maritime House #6,Government Wharf Ferry Terminal,null,null,Freetown,SIERRA LEONE,null,true,True
