SQL_SignatoryStateId,API_SignatoryStateId,SQL_CountryName,API_CountryName,SQL_ShortName,API_ShortName,SQL_TradingCertTypeId,API_TradingCertTypeId,Test Case Status
310,310,MALAYSIA,MALAYSIA,MYS,MYS,3,3,Test Case Passed
311,311,MALAYSIA,MALAYSIA,MYS,MYS,4,4,Test Case Passed
309,309,MALAYSIA,MALAYSIA,MYS,MYS,5,5,Test Case Passed
583,583,MALAYSIA,MALAYSIA,MYS,MYS,25,25,Test Case Passed
658,658,MALAYSIA,MALAYSIA,MYS,MYS,26,26,Test Case Passed
584,584,MALDIVES  REPUBLIC OF,MALDIVES  REPUBLIC OF,MDV,MDV,25,25,Test Case Passed
659,659,MALDIVES  REPUBLIC OF,MALDIVES  REPUBLIC OF,MDV,MDV,26,26,Test Case Passed
313,313,MALTA,MALTA,MLT,MLT,1,1,Test Case Passed
312,312,MALTA,MALTA,MLT,MLT,2,2,Test Case Passed
315,315,MALTA,MALTA,MLT,MLT,3,3,Test Case Passed
316,316,MALTA,MALTA,MLT,MLT,4,4,Test Case Passed
314,314,MALTA,MALTA,MLT,MLT,5,5,Test Case Passed
585,585,MALTA,MALTA,MLT,MLT,25,25,Test Case Passed
660,660,MALTA,MALTA,MLT,MLT,26,26,Test Case Passed
318,318,MARSHALL ISLANDS,MARSHALL ISLANDS,MHL,MHL,1,1,Test Case Passed
317,317,MARSHALL ISLANDS,MARSHALL ISLANDS,MHL,MHL,2,2,Test Case Passed
320,320,MARSHALL ISLANDS,MARSHALL ISLANDS,MHL,MHL,3,3,Test Case Passed
321,321,MARSHALL ISLANDS,MARSHALL ISLANDS,MHL,MHL,4,4,Test Case Passed
319,319,MARSHALL ISLANDS,MARSHALL ISLANDS,MHL,MHL,5,5,Test Case Passed
586,586,MARSHALL ISLANDS,MARSHALL ISLANDS,MHL,MHL,25,25,Test Case Passed
661,661,MARSHALL ISLANDS,MARSHALL ISLANDS,MHL,MHL,26,26,Test Case Passed
323,323,MAURITIUS,MAURITIUS,MUS,MUS,1,1,Test Case Passed
322,322,MAURITIUS,MAURITIUS,MUS,MUS,2,2,Test Case Passed
324,324,MAURITIUS,MAURITIUS,MUS,MUS,3,3,Test Case Passed
325,325,MAURITIUS,MAURITIUS,MUS,MUS,4,4,Test Case Passed
587,587,MAURITIUS,MAURITIUS,MUS,MUS,25,25,Test Case Passed
662,662,MAURITIUS,MAURITIUS,MUS,MUS,26,26,Test Case Passed
326,326,MEXICO,MEXICO,MEX,MEX,2,2,Test Case Passed
327,327,MEXICO,MEXICO,MEX,MEX,3,3,Test Case Passed
328,328,MEXICO,MEXICO,MEX,MEX,4,4,Test Case Passed
330,330,MONGOLIA,MONGOLIA,MNG,MNG,1,1,Test Case Passed
329,329,MONGOLIA,MONGOLIA,MNG,MNG,2,2,Test Case Passed
331,331,MONGOLIA,MONGOLIA,MNG,MNG,3,3,Test Case Passed
332,332,MONGOLIA,MONGOLIA,MNG,MNG,4,4,Test Case Passed
588,588,MONGOLIA,MONGOLIA,MNG,MNG,25,25,Test Case Passed
663,663,MONGOLIA,MONGOLIA,MNG,MNG,26,26,Test Case Passed
589,589,MONTENEGRO,MONTENEGRO,MTG,MTG,25,25,Test Case Passed
664,664,MONTENEGRO,MONTENEGRO,MTG,MTG,26,26,Test Case Passed
334,334,MOROCCO,MOROCCO,MAR,MAR,1,1,Test Case Passed
333,333,MOROCCO,MOROCCO,MAR,MAR,2,2,Test Case Passed
336,336,MOROCCO,MOROCCO,MAR,MAR,3,3,Test Case Passed
337,337,MOROCCO,MOROCCO,MAR,MAR,4,4,Test Case Passed
335,335,MOROCCO,MOROCCO,MAR,MAR,5,5,Test Case Passed
590,590,MOROCCO,MOROCCO,MAR,MAR,25,25,Test Case Passed
665,665,MOROCCO,MOROCCO,MAR,MAR,26,26,Test Case Passed
341,341,NETHERLANDS,NETHERLANDS,NLD,NLD,1,1,Test Case Passed
338,338,NETHERLANDS,NETHERLANDS,NLD,NLD,2,2,Test Case Passed
339,339,NETHERLANDS,NETHERLANDS,NLD,NLD,3,3,Test Case Passed
340,340,NETHERLANDS,NETHERLANDS,NLD,NLD,4,4,Test Case Passed
538,538,NETHERLANDS,NETHERLANDS,NLD,NLD,5,5,Test Case Passed
591,591,NETHERLANDS,NETHERLANDS,NLD,NLD,25,25,Test Case Passed
666,666,NETHERLANDS,NETHERLANDS,NLD,NLD,26,26,Test Case Passed
345,345,NEW ZEALAND,NEW ZEALAND,NZL,NZL,1,1,Test Case Passed
344,344,NEW ZEALAND,NEW ZEALAND,NZL,NZL,2,2,Test Case Passed
346,346,NEW ZEALAND,NEW ZEALAND,NZL,NZL,3,3,Test Case Passed
347,347,NEW ZEALAND,NEW ZEALAND,NZL,NZL,4,4,Test Case Passed
593,593,NICARAGUA,NICARAGUA,NIC,NIC,25,25,Test Case Passed
668,668,NICARAGUA,NICARAGUA,NIC,NIC,26,26,Test Case Passed
354,354,NIGERIA,NIGERIA,NGA,NGA,1,1,Test Case Passed
353,353,NIGERIA,NIGERIA,NGA,NGA,2,2,Test Case Passed
356,356,NIGERIA,NIGERIA,NGA,NGA,3,3,Test Case Passed
357,357,NIGERIA,NIGERIA,NGA,NGA,4,4,Test Case Passed
355,355,NIGERIA,NIGERIA,NGA,NGA,5,5,Test Case Passed
594,594,NIGERIA,NIGERIA,NGA,NGA,25,25,Test Case Passed
669,669,NIGERIA,NIGERIA,NGA,NGA,26,26,Test Case Passed
349,349,NIUE ISLAND,NIUE ISLAND,NIU,NIU,1,1,Test Case Passed
348,348,NIUE ISLAND,NIUE ISLAND,NIU,NIU,2,2,Test Case Passed
351,351,NIUE ISLAND,NIUE ISLAND,NIU,NIU,3,3,Test Case Passed
352,352,NIUE ISLAND,NIUE ISLAND,NIU,NIU,4,4,Test Case Passed
350,350,NIUE ISLAND,NIUE ISLAND,NIU,NIU,5,5,Test Case Passed
359,359,NORWAY,NORWAY,NOR,NOR,1,1,Test Case Passed
358,358,NORWAY,NORWAY,NOR,NOR,2,2,Test Case Passed
360,360,NORWAY,NORWAY,NOR,NOR,3,3,Test Case Passed
361,361,NORWAY,NORWAY,NOR,NOR,4,4,Test Case Passed
595,595,NORWAY,NORWAY,NOR,NOR,25,25,Test Case Passed
670,670,NORWAY,NORWAY,NOR,NOR,26,26,Test Case Passed
363,363,PALAU  REPUBLIC OF,PALAU  REPUBLIC OF,PLW,PLW,1,1,Test Case Passed
362,362,PALAU  REPUBLIC OF,PALAU  REPUBLIC OF,PLW,PLW,2,2,Test Case Passed
365,365,PALAU  REPUBLIC OF,PALAU  REPUBLIC OF,PLW,PLW,3,3,Test Case Passed
366,366,PALAU  REPUBLIC OF,PALAU  REPUBLIC OF,PLW,PLW,4,4,Test Case Passed
364,364,PALAU  REPUBLIC OF,PALAU  REPUBLIC OF,PLW,PLW,5,5,Test Case Passed
596,596,PALAU  REPUBLIC OF,PALAU  REPUBLIC OF,PLW,PLW,25,25,Test Case Passed
671,671,PALAU  REPUBLIC OF,PALAU  REPUBLIC OF,PLW,PLW,26,26,Test Case Passed
372,372,PAPUA NEW GUINEA,PAPUA NEW GUINEA,PNG,PNG,2,2,Test Case Passed
373,373,PAPUA NEW GUINEA,PAPUA NEW GUINEA,PNG,PNG,3,3,Test Case Passed
374,374,PAPUA NEW GUINEA,PAPUA NEW GUINEA,PNG,PNG,4,4,Test Case Passed
375,375,PERU,PERU,PER,PER,2,2,Test Case Passed
376,376,PERU,PERU,PER,PER,3,3,Test Case Passed
377,377,PERU,PERU,PER,PER,4,4,Test Case Passed
378,378,PHILIPPINES,PHILIPPINES,PHL,PHL,2,2,Test Case Passed
379,379,PHILIPPINES,PHILIPPINES,PHL,PHL,3,3,Test Case Passed
380,380,PHILIPPINES,PHILIPPINES,PHL,PHL,4,4,Test Case Passed
598,598,PHILIPPINES,PHILIPPINES,PHL,PHL,25,25,Test Case Passed
673,673,PHILIPPINES,PHILIPPINES,PHL,PHL,26,26,Test Case Passed
382,382,POLAND,POLAND,POL,POL,1,1,Test Case Passed
381,381,POLAND,POLAND,POL,POL,2,2,Test Case Passed
383,383,POLAND,POLAND,POL,POL,3,3,Test Case Passed
384,384,POLAND,POLAND,POL,POL,4,4,Test Case Passed
599,599,POLAND,POLAND,POL,POL,25,25,Test Case Passed
674,674,POLAND,POLAND,POL,POL,26,26,Test Case Passed
702,702,PORTUGAL,PORTUGAL,PRT,PRT,1,1,Test Case Passed
703,703,PORTUGAL,PORTUGAL,PRT,PRT,2,2,Test Case Passed
720,720,PORTUGAL,PORTUGAL,PRT,PRT,5,5,Test Case Passed
368,368,REPUBLIC OF PANAMA,REPUBLIC OF PANAMA,PAN,PAN,1,1,Test Case Passed
367,367,REPUBLIC OF PANAMA,REPUBLIC OF PANAMA,PAN,PAN,2,2,Test Case Passed
370,370,REPUBLIC OF PANAMA,REPUBLIC OF PANAMA,PAN,PAN,3,3,Test Case Passed
371,371,REPUBLIC OF PANAMA,REPUBLIC OF PANAMA,PAN,PAN,4,4,Test Case Passed
369,369,REPUBLIC OF PANAMA,REPUBLIC OF PANAMA,PAN,PAN,5,5,Test Case Passed
597,597,REPUBLIC OF PANAMA,REPUBLIC OF PANAMA,PAN,PAN,25,25,Test Case Passed
672,672,REPUBLIC OF PANAMA,REPUBLIC OF PANAMA,PAN,PAN,26,26,Test Case Passed
393,393,ROMANIA,ROMANIA,ROM,ROM,1,1,Test Case Passed
392,392,ROMANIA,ROMANIA,ROM,ROM,2,2,Test Case Passed
394,394,ROMANIA,ROMANIA,ROM,ROM,3,3,Test Case Passed
395,395,ROMANIA,ROMANIA,ROM,ROM,4,4,Test Case Passed
514,514,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RUS,RUS,1,1,Test Case Passed
510,510,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RUS,RUS,2,2,Test Case Passed
512,512,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RUS,RUS,3,3,Test Case Passed
513,513,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RUS,RUS,4,4,Test Case Passed
600,600,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RUS,RUS,25,25,Test Case Passed
675,675,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RUS,RUS,26,26,Test Case Passed
732,732,SAUDI ARABIA,SAUDI ARABIA,SAU,SAU,1,1,Test Case Passed
400,400,SAUDI ARABIA,SAUDI ARABIA,SAU,SAU,2,2,Test Case Passed
401,401,SAUDI ARABIA,SAUDI ARABIA,SAU,SAU,3,3,Test Case Passed
402,402,SAUDI ARABIA,SAUDI ARABIA,SAU,SAU,4,4,Test Case Passed
738,738,SAUDI ARABIA,SAUDI ARABIA,SAU,SAU,5,5,Test Case Passed
604,604,SERBIA,SERBIA,SER,SER,25,25,Test Case Passed
679,679,SERBIA,SERBIA,SER,SER,26,26,Test Case Passed
605,605,SEYCHELLES,SEYCHELLES,SYC,SYC,25,25,Test Case Passed
680,680,SEYCHELLES,SEYCHELLES,SYC,SYC,26,26,Test Case Passed
409,409,SIERRA LEONE,SIERRA LEONE,SLE,SLE,1,1,Test Case Passed
408,408,SIERRA LEONE,SIERRA LEONE,SLE,SLE,2,2,Test Case Passed
410,410,SIERRA LEONE,SIERRA LEONE,SLE,SLE,3,3,Test Case Passed
411,411,SIERRA LEONE,SIERRA LEONE,SLE,SLE,4,4,Test Case Passed
739,739,SIERRA LEONE,SIERRA LEONE,SLE,SLE,5,5,Test Case Passed
413,413,SINGAPORE  REPUBLIC OF,SINGAPORE  REPUBLIC OF,SGP,SGP,1,1,Test Case Passed
412,412,SINGAPORE  REPUBLIC OF,SINGAPORE  REPUBLIC OF,SGP,SGP,2,2,Test Case Passed
414,414,SINGAPORE  REPUBLIC OF,SINGAPORE  REPUBLIC OF,SGP,SGP,3,3,Test Case Passed
415,415,SINGAPORE  REPUBLIC OF,SINGAPORE  REPUBLIC OF,SGP,SGP,4,4,Test Case Passed
710,710,SINGAPORE  REPUBLIC OF,SINGAPORE  REPUBLIC OF,SGP,SGP,5,5,Test Case Passed
606,606,SINGAPORE  REPUBLIC OF,SINGAPORE  REPUBLIC OF,SGP,SGP,25,25,Test Case Passed
681,681,SINGAPORE  REPUBLIC OF,SINGAPORE  REPUBLIC OF,SGP,SGP,26,26,Test Case Passed
417,417,SLOVENIA,SLOVENIA,SVN,SVN,1,1,Test Case Passed
416,416,SLOVENIA,SLOVENIA,SVN,SVN,2,2,Test Case Passed
418,418,SLOVENIA,SLOVENIA,SVN,SVN,3,3,Test Case Passed
419,419,SLOVENIA,SLOVENIA,SVN,SVN,4,4,Test Case Passed
420,420,SOUTH AFRICA,SOUTH AFRICA,ZAF,ZAF,2,2,Test Case Passed
421,421,SOUTH AFRICA,SOUTH AFRICA,ZAF,ZAF,3,3,Test Case Passed
422,422,SOUTH AFRICA,SOUTH AFRICA,ZAF,ZAF,4,4,Test Case Passed
539,539,SOUTH AFRICA,SOUTH AFRICA,ZAF,ZAF,5,5,Test Case Passed
607,607,SOUTH AFRICA,SOUTH AFRICA,ZAF,ZAF,25,25,Test Case Passed
682,682,SOUTH AFRICA,SOUTH AFRICA,ZAF,ZAF,26,26,Test Case Passed
424,424,SPAIN,SPAIN,ESP,ESP,1,1,Test Case Passed
423,423,SPAIN,SPAIN,ESP,ESP,2,2,Test Case Passed
425,425,SPAIN,SPAIN,ESP,ESP,3,3,Test Case Passed
426,426,SPAIN,SPAIN,ESP,ESP,4,4,Test Case Passed
608,608,SPAIN,SPAIN,ESP,ESP,25,25,Test Case Passed
683,683,SPAIN,SPAIN,ESP,ESP,26,26,Test Case Passed
724,724,SRI LANKA,SRI LANKA,LKA,LKA,2,2,Test Case Passed
712,712,SRI LANKA,SRI LANKA,LKA,LKA,25,25,Test Case Passed
713,713,SRI LANKA,SRI LANKA,LKA,LKA,26,26,Test Case Passed
428,428,ST KITTS-NEVIS,ST KITTS-NEVIS,KNA,KNA,1,1,Test Case Passed
427,427,ST KITTS-NEVIS,ST KITTS-NEVIS,KNA,KNA,2,2,Test Case Passed
429,429,ST KITTS-NEVIS,ST KITTS-NEVIS,KNA,KNA,3,3,Test Case Passed
430,430,ST KITTS-NEVIS,ST KITTS-NEVIS,KNA,KNA,4,4,Test Case Passed
543,543,ST KITTS-NEVIS,ST KITTS-NEVIS,KNA,KNA,5,5,Test Case Passed
602,602,ST KITTS-NEVIS,ST KITTS-NEVIS,KNA,KNA,25,25,Test Case Passed
677,677,ST KITTS-NEVIS,ST KITTS-NEVIS,KNA,KNA,26,26,Test Case Passed
432,432,ST VINCENT & GRENADINES,ST VINCENT & GRENADINES,VCT,VCT,1,1,Test Case Passed
431,431,ST VINCENT & GRENADINES,ST VINCENT & GRENADINES,VCT,VCT,2,2,Test Case Passed
433,433,ST VINCENT & GRENADINES,ST VINCENT & GRENADINES,VCT,VCT,3,3,Test Case Passed
434,434,ST VINCENT & GRENADINES,ST VINCENT & GRENADINES,VCT,VCT,4,4,Test Case Passed
601,601,ST VINCENT & GRENADINES,ST VINCENT & GRENADINES,VCT,VCT,25,25,Test Case Passed
676,676,ST VINCENT & GRENADINES,ST VINCENT & GRENADINES,VCT,VCT,26,26,Test Case Passed
439,439,SWEDEN,SWEDEN,SWE,SWE,1,1,Test Case Passed
438,438,SWEDEN,SWEDEN,SWE,SWE,2,2,Test Case Passed
440,440,SWEDEN,SWEDEN,SWE,SWE,3,3,Test Case Passed
441,441,SWEDEN,SWEDEN,SWE,SWE,4,4,Test Case Passed
717,717,SWEDEN,SWEDEN,SWE,SWE,5,5,Test Case Passed
609,609,SWEDEN,SWEDEN,SWE,SWE,25,25,Test Case Passed
684,684,SWEDEN,SWEDEN,SWE,SWE,26,26,Test Case Passed
443,443,SWITZERLAND,SWITZERLAND,CHE,CHE,1,1,Test Case Passed
442,442,SWITZERLAND,SWITZERLAND,CHE,CHE,2,2,Test Case Passed
444,444,SWITZERLAND,SWITZERLAND,CHE,CHE,3,3,Test Case Passed
445,445,SWITZERLAND,SWITZERLAND,CHE,CHE,4,4,Test Case Passed
544,544,SWITZERLAND,SWITZERLAND,CHE,CHE,5,5,Test Case Passed
610,610,SWITZERLAND,SWITZERLAND,CHE,CHE,25,25,Test Case Passed
685,685,SWITZERLAND,SWITZERLAND,CHE,CHE,26,26,Test Case Passed
728,728,THAILAND,THAILAND,THA,THA,2,2,Test Case Passed
708,708,THAILAND,THAILAND,THA,THA,25,25,Test Case Passed
709,709,THAILAND,THAILAND,THA,THA,26,26,Test Case Passed
447,447,TOGO,TOGO,TGO,TGO,1,1,Test Case Passed
446,446,TOGO,TOGO,TGO,TGO,2,2,Test Case Passed
448,448,TOGO,TOGO,TGO,TGO,3,3,Test Case Passed
449,449,TOGO,TOGO,TGO,TGO,4,4,Test Case Passed
611,611,TOGO,TOGO,TGO,TGO,25,25,Test Case Passed
686,686,TOGO,TOGO,TGO,TGO,26,26,Test Case Passed
451,451,TONGA,TONGA,TON,TON,1,1,Test Case Passed
450,450,TONGA,TONGA,TON,TON,2,2,Test Case Passed
453,453,TONGA,TONGA,TON,TON,3,3,Test Case Passed
454,454,TONGA,TONGA,TON,TON,4,4,Test Case Passed
452,452,TONGA,TONGA,TON,TON,5,5,Test Case Passed
455,455,TUNISIA,TUNISIA,TUN,TUN,1,1,Test Case Passed
456,456,TUNISIA,TUNISIA,TUN,TUN,3,3,Test Case Passed
457,457,TUNISIA,TUNISIA,TUN,TUN,4,4,Test Case Passed
459,459,TURKEY,TURKEY,TUR,TUR,1,1,Test Case Passed
458,458,TURKEY,TURKEY,TUR,TUR,2,2,Test Case Passed
460,460,TURKEY,TURKEY,TUR,TUR,3,3,Test Case Passed
461,461,TURKEY,TURKEY,TUR,TUR,4,4,Test Case Passed
463,463,TUVALU,TUVALU,TUV,TUV,1,1,Test Case Passed
462,462,TUVALU,TUVALU,TUV,TUV,2,2,Test Case Passed
465,465,TUVALU,TUVALU,TUV,TUV,3,3,Test Case Passed
466,466,TUVALU,TUVALU,TUV,TUV,4,4,Test Case Passed
464,464,TUVALU,TUVALU,TUV,TUV,5,5,Test Case Passed
612,612,TUVALU,TUVALU,TUV,TUV,25,25,Test Case Passed
687,687,TUVALU,TUVALU,TUV,TUV,26,26,Test Case Passed
736,736,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,ARE,ARE,1,1,Test Case Passed
467,467,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,ARE,ARE,2,2,Test Case Passed
468,468,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,ARE,ARE,3,3,Test Case Passed
469,469,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,ARE,ARE,4,4,Test Case Passed
472,472,UNITED KINGDOM,UNITED KINGDOM,GBR,GBR,1,1,Test Case Passed
471,471,UNITED KINGDOM,UNITED KINGDOM,GBR,GBR,2,2,Test Case Passed
473,473,UNITED KINGDOM,UNITED KINGDOM,GBR,GBR,3,3,Test Case Passed
474,474,UNITED KINGDOM,UNITED KINGDOM,GBR,GBR,4,4,Test Case Passed
475,475,UNITED KINGDOM,UNITED KINGDOM,GBR,GBR,5,5,Test Case Passed
613,613,UNITED KINGDOM,UNITED KINGDOM,GBR,GBR,25,25,Test Case Passed
688,688,UNITED KINGDOM,UNITED KINGDOM,GBR,GBR,26,26,Test Case Passed
478,478,URUGUAY,URUGUAY,URY,URY,2,2,Test Case Passed
479,479,URUGUAY,URUGUAY,URY,URY,3,3,Test Case Passed
480,480,URUGUAY,URUGUAY,URY,URY,4,4,Test Case Passed
482,482,VANUATU,VANUATU,VUT,VUT,1,1,Test Case Passed
481,481,VANUATU,VANUATU,VUT,VUT,2,2,Test Case Passed
483,483,VANUATU,VANUATU,VUT,VUT,3,3,Test Case Passed
484,484,VANUATU,VANUATU,VUT,VUT,4,4,Test Case Passed
485,485,VENEZUELA,VENEZUELA,VEN,VEN,2,2,Test Case Passed
486,486,VENEZUELA,VENEZUELA,VEN,VEN,3,3,Test Case Passed
487,487,VENEZUELA,VENEZUELA,VEN,VEN,4,4,Test Case Passed
489,489,VIETNAM,VIETNAM,VNM,VNM,1,1,Test Case Passed
488,488,VIETNAM,VIETNAM,VNM,VNM,2,2,Test Case Passed
490,490,VIETNAM,VIETNAM,VNM,VNM,3,3,Test Case Passed
491,491,VIETNAM,VIETNAM,VNM,VNM,4,4,Test Case Passed
618,618,VIETNAM,VIETNAM,VNM,VNM,25,25,Test Case Passed
693,693,VIETNAM,VIETNAM,VNM,VNM,26,26,Test Case Passed
533,533,WESTERN SAMOA,WESTERN SAMOA,WSM,WSM,2,2,Test Case Passed
534,534,WESTERN SAMOA,WESTERN SAMOA,WSM,WSM,3,3,Test Case Passed
535,535,WESTERN SAMOA,WESTERN SAMOA,WSM,WSM,4,4,Test Case Passed
603,603,WESTERN SAMOA,WESTERN SAMOA,WSM,WSM,25,25,Test Case Passed
678,678,WESTERN SAMOA,WESTERN SAMOA,WSM,WSM,26,26,Test Case Passed
