SQL_ApplicationId,SQL_BrokerId,API_BrokerId,SQL_BrokerReference,API_BrokerReference,SQL_PartyId,API_PartyId,SQL_CrmIdentifier,API_CrmIdentifier,SQL_OrganisationName,API_OrganisationName,SQL_Salutation,API_Salutation,SQL_FirstName,API_FirstName,SQL_MiddleName,API_MiddleName,SQL_LastName,API_LastName,SQL_SearchName,API_SearchName,SQL_EmailAddress,API_EmailAddress,SQL_Telephone,API_Telephone,SQL_Fax,API_Fax,SQL_AddressId,API_AddressId,SQL_AddressName,API_AddressName,SQL_Line1,API_Line1,SQL_Line2,API_Line2,SQL_Line3,API_Line3,SQL_City,API_City,SQL_StateOrProvince,API_StateOrProvince,SQL_Country,API_Country,SQL_Postcode,API_Postcode,Test Case Status
62567,1279,1279,7056,7056,111072,111072,0B1BF06B-8949-EA11-A812-000D3A86AD30,0b1bf06b-8949-ea11-a812-000d3a86ad30,Prudent Insurance Brokers Pvt. Ltd,Prudent Insurance Brokers Pvt. Ltd,null,null,null,null,null,null,null,null,Prudent Insurance Brokers Pvt. Ltd,Prudent Insurance Brokers Pvt. Ltd,bansi.suvarna@prudentbrokers.com,bansi.suvarna@prudentbrokers.com,+91 22 33066000,+91 22 33066000,null,null,111473,111473,Prudent Insurance Brokers Pvt. Ltd,Prudent Insurance Brokers Pvt. Ltd,101  Tower B  Peninsula Business Park,101  Tower B  Peninsula Business Park,Ganpatrao Kadam Marg,Ganpatrao Kadam Marg,Lower Parel,Lower Parel,W  Mumbai,W  Mumbai,null,null,INDIA,INDIA,400013,400013,Test case passed
67033,1279,1279,7056,7056,111072,111072,0B1BF06B-8949-EA11-A812-000D3A86AD30,0b1bf06b-8949-ea11-a812-000d3a86ad30,Prudent Insurance Brokers Pvt. Ltd,Prudent Insurance Brokers Pvt. Ltd,null,null,null,null,null,null,null,null,Prudent Insurance Brokers Pvt. Ltd,Prudent Insurance Brokers Pvt. Ltd,bansi.suvarna@prudentbrokers.com,bansi.suvarna@prudentbrokers.com,+91 22 33066000,+91 22 33066000,null,null,111473,111473,Prudent Insurance Brokers Pvt. Ltd,Prudent Insurance Brokers Pvt. Ltd,101  Tower B  Peninsula Business Park,101  Tower B  Peninsula Business Park,Ganpatrao Kadam Marg,Ganpatrao Kadam Marg,Lower Parel,Lower Parel,W  Mumbai,W  Mumbai,null,null,INDIA,INDIA,400013,400013,Test case passed
62565,1279,1279,7056,7056,111072,111072,0B1BF06B-8949-EA11-A812-000D3A86AD30,0b1bf06b-8949-ea11-a812-000d3a86ad30,Prudent Insurance Brokers Pvt. Ltd,Prudent Insurance Brokers Pvt. Ltd,null,null,null,null,null,null,null,null,Prudent Insurance Brokers Pvt. Ltd,Prudent Insurance Brokers Pvt. Ltd,bansi.suvarna@prudentbrokers.com,bansi.suvarna@prudentbrokers.com,+91 22 33066000,+91 22 33066000,null,null,111473,111473,Prudent Insurance Brokers Pvt. Ltd,Prudent Insurance Brokers Pvt. Ltd,101  Tower B  Peninsula Business Park,101  Tower B  Peninsula Business Park,Ganpatrao Kadam Marg,Ganpatrao Kadam Marg,Lower Parel,Lower Parel,W  Mumbai,W  Mumbai,null,null,INDIA,INDIA,400013,400013,Test case passed
67014,1279,1279,7056,7056,111072,111072,0B1BF06B-8949-EA11-A812-000D3A86AD30,0b1bf06b-8949-ea11-a812-000d3a86ad30,Prudent Insurance Brokers Pvt. Ltd,Prudent Insurance Brokers Pvt. Ltd,null,null,null,null,null,null,null,null,Prudent Insurance Brokers Pvt. Ltd,Prudent Insurance Brokers Pvt. Ltd,bansi.suvarna@prudentbrokers.com,bansi.suvarna@prudentbrokers.com,+91 22 33066000,+91 22 33066000,null,null,111473,111473,Prudent Insurance Brokers Pvt. Ltd,Prudent Insurance Brokers Pvt. Ltd,101  Tower B  Peninsula Business Park,101  Tower B  Peninsula Business Park,Ganpatrao Kadam Marg,Ganpatrao Kadam Marg,Lower Parel,Lower Parel,W  Mumbai,W  Mumbai,null,null,INDIA,INDIA,400013,400013,Test case passed
66484,1279,1279,7056,7056,111072,111072,0B1BF06B-8949-EA11-A812-000D3A86AD30,0b1bf06b-8949-ea11-a812-000d3a86ad30,Prudent Insurance Brokers Pvt. Ltd,Prudent Insurance Brokers Pvt. Ltd,null,null,null,null,null,null,null,null,Prudent Insurance Brokers Pvt. Ltd,Prudent Insurance Brokers Pvt. Ltd,bansi.suvarna@prudentbrokers.com,bansi.suvarna@prudentbrokers.com,+91 22 33066000,+91 22 33066000,null,null,111473,111473,Prudent Insurance Brokers Pvt. Ltd,Prudent Insurance Brokers Pvt. Ltd,101  Tower B  Peninsula Business Park,101  Tower B  Peninsula Business Park,Ganpatrao Kadam Marg,Ganpatrao Kadam Marg,Lower Parel,Lower Parel,W  Mumbai,W  Mumbai,null,null,INDIA,INDIA,400013,400013,Test case passed
67009,1278,1278,7055,7055,111057,111057,0C5272BB-FE48-EA11-A812-000D3A86AD30,0c5272bb-fe48-ea11-a812-000d3a86ad30,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,null,null,null,null,null,null,null,null,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,vijay@gulfoceanre.com,vijay@gulfoceanre.com,+971 (04) 587 6452,+971 (04) 587 6452,+971 (04) 431 5831,+971 (04) 431 5831,111458,111458,Gulf Ocean Insurance & Reinsurance Brokers (DIFC) Limited,Gulf Ocean Insurance & Reinsurance Brokers (DIFC) Limited,Office #516  Liberty House,Office #516  Liberty House,Dubai International Financial Centre,Dubai International Financial Centre,null,null,Dubai,Dubai,null,null,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,null,null,Test case passed
67008,1278,1278,7055,7055,111057,111057,0C5272BB-FE48-EA11-A812-000D3A86AD30,0c5272bb-fe48-ea11-a812-000d3a86ad30,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,null,null,null,null,null,null,null,null,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,vijay@gulfoceanre.com,vijay@gulfoceanre.com,+971 (04) 587 6452,+971 (04) 587 6452,+971 (04) 431 5831,+971 (04) 431 5831,111458,111458,Gulf Ocean Insurance & Reinsurance Brokers (DIFC) Limited,Gulf Ocean Insurance & Reinsurance Brokers (DIFC) Limited,Office #516  Liberty House,Office #516  Liberty House,Dubai International Financial Centre,Dubai International Financial Centre,null,null,Dubai,Dubai,null,null,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,null,null,Test case passed
67007,1278,1278,7055,7055,111057,111057,0C5272BB-FE48-EA11-A812-000D3A86AD30,0c5272bb-fe48-ea11-a812-000d3a86ad30,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,null,null,null,null,null,null,null,null,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,vijay@gulfoceanre.com,vijay@gulfoceanre.com,+971 (04) 587 6452,+971 (04) 587 6452,+971 (04) 431 5831,+971 (04) 431 5831,111458,111458,Gulf Ocean Insurance & Reinsurance Brokers (DIFC) Limited,Gulf Ocean Insurance & Reinsurance Brokers (DIFC) Limited,Office #516  Liberty House,Office #516  Liberty House,Dubai International Financial Centre,Dubai International Financial Centre,null,null,Dubai,Dubai,null,null,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,null,null,Test case passed
67006,1278,1278,7055,7055,111057,111057,0C5272BB-FE48-EA11-A812-000D3A86AD30,0c5272bb-fe48-ea11-a812-000d3a86ad30,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,null,null,null,null,null,null,null,null,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,vijay@gulfoceanre.com,vijay@gulfoceanre.com,+971 (04) 587 6452,+971 (04) 587 6452,+971 (04) 431 5831,+971 (04) 431 5831,111458,111458,Gulf Ocean Insurance & Reinsurance Brokers (DIFC) Limited,Gulf Ocean Insurance & Reinsurance Brokers (DIFC) Limited,Office #516  Liberty House,Office #516  Liberty House,Dubai International Financial Centre,Dubai International Financial Centre,null,null,Dubai,Dubai,null,null,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,null,null,Test case passed
67005,1278,1278,7055,7055,111057,111057,0C5272BB-FE48-EA11-A812-000D3A86AD30,0c5272bb-fe48-ea11-a812-000d3a86ad30,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,null,null,null,null,null,null,null,null,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,vijay@gulfoceanre.com,vijay@gulfoceanre.com,+971 (04) 587 6452,+971 (04) 587 6452,+971 (04) 431 5831,+971 (04) 431 5831,111458,111458,Gulf Ocean Insurance & Reinsurance Brokers (DIFC) Limited,Gulf Ocean Insurance & Reinsurance Brokers (DIFC) Limited,Office #516  Liberty House,Office #516  Liberty House,Dubai International Financial Centre,Dubai International Financial Centre,null,null,Dubai,Dubai,null,null,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,null,null,Test case passed
67004,1278,1278,7055,7055,111057,111057,0C5272BB-FE48-EA11-A812-000D3A86AD30,0c5272bb-fe48-ea11-a812-000d3a86ad30,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,null,null,null,null,null,null,null,null,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,vijay@gulfoceanre.com,vijay@gulfoceanre.com,+971 (04) 587 6452,+971 (04) 587 6452,+971 (04) 431 5831,+971 (04) 431 5831,111458,111458,Gulf Ocean Insurance & Reinsurance Brokers (DIFC) Limited,Gulf Ocean Insurance & Reinsurance Brokers (DIFC) Limited,Office #516  Liberty House,Office #516  Liberty House,Dubai International Financial Centre,Dubai International Financial Centre,null,null,Dubai,Dubai,null,null,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,null,null,Test case passed
67003,1278,1278,7055,7055,111057,111057,0C5272BB-FE48-EA11-A812-000D3A86AD30,0c5272bb-fe48-ea11-a812-000d3a86ad30,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,null,null,null,null,null,null,null,null,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,vijay@gulfoceanre.com,vijay@gulfoceanre.com,+971 (04) 587 6452,+971 (04) 587 6452,+971 (04) 431 5831,+971 (04) 431 5831,111458,111458,Gulf Ocean Insurance & Reinsurance Brokers (DIFC) Limited,Gulf Ocean Insurance & Reinsurance Brokers (DIFC) Limited,Office #516  Liberty House,Office #516  Liberty House,Dubai International Financial Centre,Dubai International Financial Centre,null,null,Dubai,Dubai,null,null,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,null,null,Test case passed
66994,1278,1278,7055,7055,111057,111057,0C5272BB-FE48-EA11-A812-000D3A86AD30,0c5272bb-fe48-ea11-a812-000d3a86ad30,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,null,null,null,null,null,null,null,null,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,vijay@gulfoceanre.com,vijay@gulfoceanre.com,+971 (04) 587 6452,+971 (04) 587 6452,+971 (04) 431 5831,+971 (04) 431 5831,111458,111458,Gulf Ocean Insurance & Reinsurance Brokers (DIFC) Limited,Gulf Ocean Insurance & Reinsurance Brokers (DIFC) Limited,Office #516  Liberty House,Office #516  Liberty House,Dubai International Financial Centre,Dubai International Financial Centre,null,null,Dubai,Dubai,null,null,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,null,null,Test case passed
66988,1278,1278,7055,7055,111057,111057,0C5272BB-FE48-EA11-A812-000D3A86AD30,0c5272bb-fe48-ea11-a812-000d3a86ad30,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,null,null,null,null,null,null,null,null,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,vijay@gulfoceanre.com,vijay@gulfoceanre.com,+971 (04) 587 6452,+971 (04) 587 6452,+971 (04) 431 5831,+971 (04) 431 5831,111458,111458,Gulf Ocean Insurance & Reinsurance Brokers (DIFC) Limited,Gulf Ocean Insurance & Reinsurance Brokers (DIFC) Limited,Office #516  Liberty House,Office #516  Liberty House,Dubai International Financial Centre,Dubai International Financial Centre,null,null,Dubai,Dubai,null,null,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,null,null,Test case passed
66985,1278,1278,7055,7055,111057,111057,0C5272BB-FE48-EA11-A812-000D3A86AD30,0c5272bb-fe48-ea11-a812-000d3a86ad30,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,null,null,null,null,null,null,null,null,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,vijay@gulfoceanre.com,vijay@gulfoceanre.com,+971 (04) 587 6452,+971 (04) 587 6452,+971 (04) 431 5831,+971 (04) 431 5831,111458,111458,Gulf Ocean Insurance & Reinsurance Brokers (DIFC) Limited,Gulf Ocean Insurance & Reinsurance Brokers (DIFC) Limited,Office #516  Liberty House,Office #516  Liberty House,Dubai International Financial Centre,Dubai International Financial Centre,null,null,Dubai,Dubai,null,null,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,null,null,Test case passed
66977,1278,1278,7055,7055,111057,111057,0C5272BB-FE48-EA11-A812-000D3A86AD30,0c5272bb-fe48-ea11-a812-000d3a86ad30,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,null,null,null,null,null,null,null,null,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,vijay@gulfoceanre.com,vijay@gulfoceanre.com,+971 (04) 587 6452,+971 (04) 587 6452,+971 (04) 431 5831,+971 (04) 431 5831,111458,111458,Gulf Ocean Insurance & Reinsurance Brokers (DIFC) Limited,Gulf Ocean Insurance & Reinsurance Brokers (DIFC) Limited,Office #516  Liberty House,Office #516  Liberty House,Dubai International Financial Centre,Dubai International Financial Centre,null,null,Dubai,Dubai,null,null,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,null,null,Test case passed
66976,1278,1278,7055,7055,111057,111057,0C5272BB-FE48-EA11-A812-000D3A86AD30,0c5272bb-fe48-ea11-a812-000d3a86ad30,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,null,null,null,null,null,null,null,null,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,vijay@gulfoceanre.com,vijay@gulfoceanre.com,+971 (04) 587 6452,+971 (04) 587 6452,+971 (04) 431 5831,+971 (04) 431 5831,111458,111458,Gulf Ocean Insurance & Reinsurance Brokers (DIFC) Limited,Gulf Ocean Insurance & Reinsurance Brokers (DIFC) Limited,Office #516  Liberty House,Office #516  Liberty House,Dubai International Financial Centre,Dubai International Financial Centre,null,null,Dubai,Dubai,null,null,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,null,null,Test case passed
66969,1278,1278,7055,7055,111057,111057,0C5272BB-FE48-EA11-A812-000D3A86AD30,0c5272bb-fe48-ea11-a812-000d3a86ad30,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,null,null,null,null,null,null,null,null,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,vijay@gulfoceanre.com,vijay@gulfoceanre.com,+971 (04) 587 6452,+971 (04) 587 6452,+971 (04) 431 5831,+971 (04) 431 5831,111458,111458,Gulf Ocean Insurance & Reinsurance Brokers (DIFC) Limited,Gulf Ocean Insurance & Reinsurance Brokers (DIFC) Limited,Office #516  Liberty House,Office #516  Liberty House,Dubai International Financial Centre,Dubai International Financial Centre,null,null,Dubai,Dubai,null,null,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,null,null,Test case passed
66968,1278,1278,7055,7055,111057,111057,0C5272BB-FE48-EA11-A812-000D3A86AD30,0c5272bb-fe48-ea11-a812-000d3a86ad30,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,null,null,null,null,null,null,null,null,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,Gulf Ocean Insurance & Reinsurance Brokers DIFC Limited,vijay@gulfoceanre.com,vijay@gulfoceanre.com,+971 (04) 587 6452,+971 (04) 587 6452,+971 (04) 431 5831,+971 (04) 431 5831,111458,111458,Gulf Ocean Insurance & Reinsurance Brokers (DIFC) Limited,Gulf Ocean Insurance & Reinsurance Brokers (DIFC) Limited,Office #516  Liberty House,Office #516  Liberty House,Dubai International Financial Centre,Dubai International Financial Centre,null,null,Dubai,Dubai,null,null,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,null,null,Test case passed
65013,1277,1277,7054,7054,110696,110696,DB06EB98-9246-EA11-A812-000D3A86A8CF,db06eb98-9246-ea11-a812-000d3a86a8cf,Regent Marine Assekuranzmakler GmbH,Regent Marine Assekuranzmakler GmbH,null,null,null,null,null,null,null,null,Regent Marine Assekuranzmakler GmbH,Regent Marine Assekuranzmakler GmbH,Monika.Brockmann@regent-marine.de,Monika.Brockmann@regent-marine.de,+4942152571112,+4942152571112,null,null,111097,111097,Flughafenallee 28,Flughafenallee 28,null,null,null,null,null,null,Bremen,Bremen,null,null,GERMANY,GERMANY,28199,28199,Test case passed
65051,1277,1277,7054,7054,110696,110696,DB06EB98-9246-EA11-A812-000D3A86A8CF,db06eb98-9246-ea11-a812-000d3a86a8cf,Regent Marine Assekuranzmakler GmbH,Regent Marine Assekuranzmakler GmbH,null,null,null,null,null,null,null,null,Regent Marine Assekuranzmakler GmbH,Regent Marine Assekuranzmakler GmbH,Monika.Brockmann@regent-marine.de,Monika.Brockmann@regent-marine.de,+4942152571112,+4942152571112,null,null,111097,111097,Flughafenallee 28,Flughafenallee 28,null,null,null,null,null,null,Bremen,Bremen,null,null,GERMANY,GERMANY,28199,28199,Test case passed
73527,1276,1276,7053,7053,110559,110559,07F54D73-4F43-EA11-A812-000D3A86A8CF,07f54d73-4f43-ea11-a812-000d3a86a8cf,La Positiva Seguros y Reaseguros,La Positiva Seguros y Reaseguros,null,null,null,null,null,null,null,null,La Positiva Seguros y Reaseguros,La Positiva Seguros y Reaseguros,null,null,+5112110000,+5112110000,null,null,110960,110960,Francisco Masias No 370  San Isidro ,Francisco Masias No 370  San Isidro ,null,null,null,null,null,null,Lima 27,Lima 27,null,null,PERU,PERU,null,null,Test case passed
73431,1276,1276,7053,7053,110559,110559,07F54D73-4F43-EA11-A812-000D3A86A8CF,07f54d73-4f43-ea11-a812-000d3a86a8cf,La Positiva Seguros y Reaseguros,La Positiva Seguros y Reaseguros,null,null,null,null,null,null,null,null,La Positiva Seguros y Reaseguros,La Positiva Seguros y Reaseguros,null,null,+5112110000,+5112110000,null,null,110960,110960,Francisco Masias No 370  San Isidro ,Francisco Masias No 370  San Isidro ,null,null,null,null,null,null,Lima 27,Lima 27,null,null,PERU,PERU,null,null,Test case passed
72555,1276,1276,7053,7053,110559,110559,07F54D73-4F43-EA11-A812-000D3A86A8CF,07f54d73-4f43-ea11-a812-000d3a86a8cf,La Positiva Seguros y Reaseguros,La Positiva Seguros y Reaseguros,null,null,null,null,null,null,null,null,La Positiva Seguros y Reaseguros,La Positiva Seguros y Reaseguros,null,null,+5112110000,+5112110000,null,null,110960,110960,Francisco Masias No 370  San Isidro ,Francisco Masias No 370  San Isidro ,null,null,null,null,null,null,Lima 27,Lima 27,null,null,PERU,PERU,null,null,Test case passed
72400,1276,1276,7053,7053,110559,110559,07F54D73-4F43-EA11-A812-000D3A86A8CF,07f54d73-4f43-ea11-a812-000d3a86a8cf,La Positiva Seguros y Reaseguros,La Positiva Seguros y Reaseguros,null,null,null,null,null,null,null,null,La Positiva Seguros y Reaseguros,La Positiva Seguros y Reaseguros,null,null,+5112110000,+5112110000,null,null,110960,110960,Francisco Masias No 370  San Isidro ,Francisco Masias No 370  San Isidro ,null,null,null,null,null,null,Lima 27,Lima 27,null,null,PERU,PERU,null,null,Test case passed
65448,1276,1276,7053,7053,110559,110559,07F54D73-4F43-EA11-A812-000D3A86A8CF,07f54d73-4f43-ea11-a812-000d3a86a8cf,La Positiva Seguros y Reaseguros,La Positiva Seguros y Reaseguros,null,null,null,null,null,null,null,null,La Positiva Seguros y Reaseguros,La Positiva Seguros y Reaseguros,null,null,+5112110000,+5112110000,null,null,110960,110960,Francisco Masias No 370  San Isidro ,Francisco Masias No 370  San Isidro ,null,null,null,null,null,null,Lima 27,Lima 27,null,null,PERU,PERU,null,null,Test case passed
65364,1276,1276,7053,7053,110559,110559,07F54D73-4F43-EA11-A812-000D3A86A8CF,07f54d73-4f43-ea11-a812-000d3a86a8cf,La Positiva Seguros y Reaseguros,La Positiva Seguros y Reaseguros,null,null,null,null,null,null,null,null,La Positiva Seguros y Reaseguros,La Positiva Seguros y Reaseguros,null,null,+5112110000,+5112110000,null,null,110960,110960,Francisco Masias No 370  San Isidro ,Francisco Masias No 370  San Isidro ,null,null,null,null,null,null,Lima 27,Lima 27,null,null,PERU,PERU,null,null,Test case passed
64717,1276,1276,7053,7053,110559,110559,07F54D73-4F43-EA11-A812-000D3A86A8CF,07f54d73-4f43-ea11-a812-000d3a86a8cf,La Positiva Seguros y Reaseguros,La Positiva Seguros y Reaseguros,null,null,null,null,null,null,null,null,La Positiva Seguros y Reaseguros,La Positiva Seguros y Reaseguros,null,null,+5112110000,+5112110000,null,null,110960,110960,Francisco Masias No 370  San Isidro ,Francisco Masias No 370  San Isidro ,null,null,null,null,null,null,Lima 27,Lima 27,null,null,PERU,PERU,null,null,Test case passed
64330,1276,1276,7053,7053,110559,110559,07F54D73-4F43-EA11-A812-000D3A86A8CF,07f54d73-4f43-ea11-a812-000d3a86a8cf,La Positiva Seguros y Reaseguros,La Positiva Seguros y Reaseguros,null,null,null,null,null,null,null,null,La Positiva Seguros y Reaseguros,La Positiva Seguros y Reaseguros,null,null,+5112110000,+5112110000,null,null,110960,110960,Francisco Masias No 370  San Isidro ,Francisco Masias No 370  San Isidro ,null,null,null,null,null,null,Lima 27,Lima 27,null,null,PERU,PERU,null,null,Test case passed
64331,1276,1276,7053,7053,110559,110559,07F54D73-4F43-EA11-A812-000D3A86A8CF,07f54d73-4f43-ea11-a812-000d3a86a8cf,La Positiva Seguros y Reaseguros,La Positiva Seguros y Reaseguros,null,null,null,null,null,null,null,null,La Positiva Seguros y Reaseguros,La Positiva Seguros y Reaseguros,null,null,+5112110000,+5112110000,null,null,110960,110960,Francisco Masias No 370  San Isidro ,Francisco Masias No 370  San Isidro ,null,null,null,null,null,null,Lima 27,Lima 27,null,null,PERU,PERU,null,null,Test case passed
64328,1276,1276,7053,7053,110559,110559,07F54D73-4F43-EA11-A812-000D3A86A8CF,07f54d73-4f43-ea11-a812-000d3a86a8cf,La Positiva Seguros y Reaseguros,La Positiva Seguros y Reaseguros,null,null,null,null,null,null,null,null,La Positiva Seguros y Reaseguros,La Positiva Seguros y Reaseguros,null,null,+5112110000,+5112110000,null,null,110960,110960,Francisco Masias No 370  San Isidro ,Francisco Masias No 370  San Isidro ,null,null,null,null,null,null,Lima 27,Lima 27,null,null,PERU,PERU,null,null,Test case passed
64270,1276,1276,7053,7053,110559,110559,07F54D73-4F43-EA11-A812-000D3A86A8CF,07f54d73-4f43-ea11-a812-000d3a86a8cf,La Positiva Seguros y Reaseguros,La Positiva Seguros y Reaseguros,null,null,null,null,null,null,null,null,La Positiva Seguros y Reaseguros,La Positiva Seguros y Reaseguros,null,null,+5112110000,+5112110000,null,null,110960,110960,Francisco Masias No 370  San Isidro ,Francisco Masias No 370  San Isidro ,null,null,null,null,null,null,Lima 27,Lima 27,null,null,PERU,PERU,null,null,Test case passed
63878,1276,1276,7053,7053,110559,110559,07F54D73-4F43-EA11-A812-000D3A86A8CF,07f54d73-4f43-ea11-a812-000d3a86a8cf,La Positiva Seguros y Reaseguros,La Positiva Seguros y Reaseguros,null,null,null,null,null,null,null,null,La Positiva Seguros y Reaseguros,La Positiva Seguros y Reaseguros,null,null,+5112110000,+5112110000,null,null,110960,110960,Francisco Masias No 370  San Isidro ,Francisco Masias No 370  San Isidro ,null,null,null,null,null,null,Lima 27,Lima 27,null,null,PERU,PERU,null,null,Test case passed
60490,1275,1275,7050,7050,110161,110161,36CC4163-3238-EA11-A813-000D3A86A8CF,36cc4163-3238-ea11-a813-000d3a86a8cf,Paul Donnelly Insurance Brokers Pty Ltd,Paul Donnelly Insurance Brokers Pty Ltd,null,null,null,null,null,null,null,null,Paul Donnelly Insurance Brokers Pty Ltd,Paul Donnelly Insurance Brokers Pty Ltd,null,null,+61294827422,+61294827422,+61294827462,+61294827462,110561,110561,PO Box 97,PO Box 97,Berowra,Berowra,null,null,null,null,NSW 2081,NSW 2081,null,null,AUSTRALIA,AUSTRALIA,null,null,Test case passed
63568,1274,1274,7051,7051,110159,110159,D3664AA3-0C39-EA11-A813-000D3A86AD30,d3664aa3-0c39-ea11-a813-000d3a86ad30,RAMON INTERNATIONAL INSURANCE BROKERS LIMITED,RAMON INTERNATIONAL INSURANCE BROKERS LIMITED,null,null,null,null,null,null,null,null,RAMON INTERNATIONAL INSURANCE BROKERS LIMITED,RAMON INTERNATIONAL INSURANCE BROKERS LIMITED,general@ramon.co.uk,general@ramon.co.uk,02073695300,02073695300,02073695301,02073695301,110559,110559,24 Creechurch Lane,24 Creechurch Lane,24 CREECHURCH LANE,24 CREECHURCH LANE,null,null,null,null,LONDON,LONDON,null,null,UNITED KINGDOM,UNITED KINGDOM,EC3A 5EH,EC3A 5EH,Test case passed
60435,1274,1274,7051,7051,110159,110159,D3664AA3-0C39-EA11-A813-000D3A86AD30,d3664aa3-0c39-ea11-a813-000d3a86ad30,RAMON INTERNATIONAL INSURANCE BROKERS LIMITED,RAMON INTERNATIONAL INSURANCE BROKERS LIMITED,null,null,null,null,null,null,null,null,RAMON INTERNATIONAL INSURANCE BROKERS LIMITED,RAMON INTERNATIONAL INSURANCE BROKERS LIMITED,general@ramon.co.uk,general@ramon.co.uk,02073695300,02073695300,02073695301,02073695301,110559,110559,24 Creechurch Lane,24 Creechurch Lane,24 CREECHURCH LANE,24 CREECHURCH LANE,null,null,null,null,LONDON,LONDON,null,null,UNITED KINGDOM,UNITED KINGDOM,EC3A 5EH,EC3A 5EH,Test case passed
