SQL_Broker_Id,API_Broker_Id,SQL_BrokerReference,API_BrokerReference,SQL_Party_Id,API_Party_Id,SQL_CrmIdentifier,API_CrmIdentifier,SQL_OrganisationName,API_OrganisationName,SQL_Salutation,API_Salutation,SQL_FirstName,API_FirstName,SQL_MiddleName,API_MiddleName,SQL_LastName,API_LastName,SQL_SearchName,API_SearchName,SQL_EmailAddress,API_EmailAddress,SQL_Telephone,API_Telephone,SQL_Fax,API_Fax,SQL_Address_Id,API_Address_Id,SQL_AddressName,API_AddressName,SQL_Line1,API_Line1,SQL_Line2,API_Line2,SQL_Line3,API_Line3,SQL_City,API_City,SQL_StateOrProvince,API_StateOrProvince,SQL_Country,API_Country,SQL_Postcode,API_Postcode,Test Case Status
1242,1242,6229,6229,106819,106819,5B0490F1-E4D2-E911-A813-000D3A86A3F8,5b0490f1-e4d2-e911-a813-000d3a86a3f8,Integro USA Inc.,Integro USA Inc.,,,null,null,null,null,null,null,Integro USA Inc.,Integro USA Inc.,,,+1 212 295 8535,+1 212 295 8535,,,107147,107147,1 State Street,1 State Street,,,,,,,New York,New York,New York,New York,UNITED STATES OF AMERICA,UNITED STATES OF AMERICA,10005,10005,Test Case Passed
1243,1243,6228,6228,106861,106861,D462AEA7-A4D3-E911-A813-000D3A86AC4E,d462aea7-a4d3-e911-a813-000d3a86ac4e,Tymar (WA) Pty Ltd T/as Zenith Insurance Services,Tymar (WA) Pty Ltd T/as Zenith Insurance Services,,,null,null,null,null,null,null,Tymar (WA) Pty Ltd T/as Zenith Insurance Services,Tymar (WA) Pty Ltd T/as Zenith Insurance Services,,,,,,,107192,107192,PO Box 121,PO Box 121,Osborne Park,Osborne Park,,,,,Western Australia,Western Australia,,,AUSTRALIA,AUSTRALIA,6917,6917,Test Case Passed
1241,1241,6227,6227,106667,106667,124FFCD6-FDCE-E911-A813-000D3A86AC4E,124ffcd6-fdce-e911-a813-000d3a86ac4e,Acumen Insurance Pty Ltd,Acumen Insurance Pty Ltd,,,null,null,null,null,null,null,Acumen Insurance Pty Ltd,Acumen Insurance Pty Ltd,simon@acumeninsurance.com.au,simon@acumeninsurance.com.au,+61 02 82093488,+61 02 82093488,,,106993,106993,PO Box 1755 Chatswood,PO Box 1755 Chatswood,,,,,,,NSW 2057,NSW 2057,,,AUSTRALIA,AUSTRALIA,,,Test Case Passed
1239,1239,6226,6226,106531,106531,2B277EE2-4DCA-E911-A812-000D3A86AC4E,2b277ee2-4dca-e911-a812-000d3a86ac4e,Willis Towers Watson Sigorta Ve Reasurans Broker,Willis Towers Watson Sigorta Ve Reasurans Broker,,,null,null,null,null,null,null,Willis Towers Watson Sigorta Ve Reasurans Broker,Willis Towers Watson Sigorta Ve Reasurans Broker,ozdal.dalokay@willistowerswatson.com,ozdal.dalokay@willistowerswatson.com,+905396621004,+905396621004,,,106854,106854,Astoria A Kule Kat 4,Astoria A Kule Kat 4,Esentepe,Esentepe,Buyukdere Caddesi No 127,Buyukdere Caddesi No 127,,,Istanbul,Istanbul,,,TURKEY,TURKEY,34394,34394,Test Case Passed
1240,1240,6225,6225,106534,106534,6F3D87F4-4ECA-E911-A812-000D3A86A3F8,6f3d87f4-4eca-e911-a812-000d3a86a3f8,Charlie Chan Capital Partners Pte Ltd,Charlie Chan Capital Partners Pte Ltd,,,null,null,null,null,null,null,Charlie Chan Capital Partners Pte Ltd,Charlie Chan Capital Partners Pte Ltd,,,,,,,106857,106857,2 Ewart Park,2 Ewart Park,,,,,,,Singapore,Singapore,,,SINGAPORE REPUBLIC OF,SINGAPORE REPUBLIC OF,279729,279729,Test Case Passed
1238,1238,6223,6223,106123,106123,CCA0FA3F-98C2-E911-A992-0022480053E9,cca0fa3f-98c2-e911-a992-0022480053e9,IIZI Kindlustusmaakler AS,IIZI Kindlustusmaakler AS,,,null,null,null,null,null,null,IIZI Kindlustusmaakler AS,IIZI Kindlustusmaakler AS,igor.fedotov@iizi.ee,igor.fedotov@iizi.ee,+3725129424,+3725129424,,,106442,106442,Harju Maakond ,Harju Maakond ,Pohja-Tallinna Iinnaosa,Pohja-Tallinna Iinnaosa,Telliskivi tn 60/2,Telliskivi tn 60/2,,,Tallinn,Tallinn,,,ESTONIA REPUBLIC OF,ESTONIA REPUBLIC OF,10412,10412,Test Case Passed
1236,1236,6222,6222,105787,105787,CDE6946A-4CB8-E911-A992-0022480053E9,cde6946a-4cb8-e911-a992-0022480053e9,BM Property sp.z o.o.,BM Property sp.z o.o.,,,null,null,null,null,null,null,BM Property sp.z o.o.,BM Property sp.z o.o.,,,,,,,106100,106100,BM Property ,BM Property ,Haffnera 6,Haffnera 6,,,,,81-717 Sopot,81-717 Sopot,,,POLAND,POLAND,,,Test Case Passed
1233,1233,6221,6221,105690,105690,C3CF21DE-03B5-E911-A992-0022480050C6,c3cf21de-03b5-e911-a992-0022480050c6,Sri Lanka Insurance Corporation Ltd,Sri Lanka Insurance Corporation Ltd,null,null,null,null,null,null,null,null,Sri Lanka Insurance Corporation Ltd,Sri Lanka Insurance Corporation Ltd,sumithr@srilankainsurance.com,sumithr@srilankainsurance.com,+94 11 235 7941,+94 11 235 7941,+94 11 2382335,+94 11 2382335,105997,105997,21 Vauxhall Street,21 Vauxhall Street,,,,,,,Colombo - 02,Colombo - 02,,,SRI LANKA,SRI LANKA,,,Test Case Passed
1234,1234,6220,6220,105752,105752,AB7B858A-6AB4-E911-A992-002248005D88,ab7b858a-6ab4-e911-a992-002248005d88,Hub Montreal,Hub Montreal,null,null,null,null,null,null,null,null,Hub Montreal,Hub Montreal,,,,,,,106063,106063,HUB International Quebec Limited,HUB International Quebec Limited,1010 rue Sherbrooke Ouest,1010 rue Sherbrooke Ouest,,,,,Montreal,Montreal,Quebec,Quebec,CANADA,CANADA,QC H3A 2R7,QC H3A 2R7,Test Case Passed
1231,1231,6219,6219,105649,105649,005D5721-52B4-E911-A992-002248005D88,005d5721-52b4-e911-a992-002248005d88,McGowan Corporate Solutions,McGowan Corporate Solutions,,,null,null,null,null,null,null,McGowan Corporate Solutions,McGowan Corporate Solutions,craig@mcgowancorp.co.uk,craig@mcgowancorp.co.uk,01428 661950,01428 661950,01428 661949,01428 661949,105956,105956,Longdene House,Longdene House,Hedgehog Lane ,Hedgehog Lane ,,,,,Haslemere,Haslemere,,,UNITED KINGDOM,UNITED KINGDOM,GU27 2PH,GU27 2PH,Test Case Passed
1232,1232,6218,6218,105671,105671,68F9F207-43B4-E911-A995-0022480042B3,68f9f207-43b4-e911-a995-0022480042b3,Sri Lanka Insurance Corporation Ltd,Sri Lanka Insurance Corporation Ltd,null,null,null,null,null,null,null,null,Sri Lanka Insurance Corporation Ltd,Sri Lanka Insurance Corporation Ltd,,,,,,,105978,105978,21 Vauxhall Street Colombo 02,21 Vauxhall Street Colombo 02,,,,,,,Colombo,Colombo,,,SRI LANKA,SRI LANKA,,,Test Case Passed
1235,1235,6217,6217,105759,105759,53588421-FF1B-EA11-A811-000D3A86A8CF,53588421-ff1b-ea11-a811-000d3a86a8cf,Armstrong’s Insurance Brokers Pty Ltd,Armstrong’s Insurance Brokers Pty Ltd,null,null,null,null,null,null,null,null,Armstrong’s Insurance Brokers Pty Ltd,Armstrong’s Insurance Brokers Pty Ltd,office@armstrongs.net.au,office@armstrongs.net.au,03 63315455,03 63315455,03 63315488,03 63315488,106070,106070,47 Cameron Street,47 Cameron Street,Launceston,Launceston,,,,,Tasmania 7250,Tasmania 7250,,,AUSTRALIA,AUSTRALIA,,,Test Case Passed
1286,1286,6217,6217,112362,112362,41996B78-41B4-E911-A995-0022480042B3,41996b78-41b4-e911-a995-0022480042b3,Armstrong’s Insurance Brokers Pty Ltd,Armstrong’s Insurance Brokers Pty Ltd,null,null,null,null,null,null,null,null,Armstrong’s Insurance Brokers Pty Ltd,Armstrong’s Insurance Brokers Pty Ltd,office@armstrongs.net.au,office@armstrongs.net.au,03 63315455,03 63315455,03 63315488,03 63315488,112776,112776,47 Cameron Street,47 Cameron Street,Launceston,Launceston,null,null,null,null,Tasmania 7250,Tasmania 7250,null,null,AUSTRALIA,AUSTRALIA,null,null,Test Case Passed
1229,1229,6216,6216,105467,105467,C4BDC679-BBAE-E911-A992-0022480053E9,c4bdc679-bbae-e911-a992-0022480053e9,Cambiaso Risso Asia Pte Ltd,Cambiaso Risso Asia Pte Ltd,null,null,null,null,null,null,null,null,Cambiaso Risso Asia Pte Ltd,Cambiaso Risso Asia Pte Ltd,marco.daini@cambiasorisso.com,marco.daini@cambiasorisso.com,+65 6586 1164,+65 6586 1164,+65 6491 6591,+65 6491 6591,79010,79010,6 Battery Road,6 Battery Road,#34-01,#34-01,,,,,Singapore,Singapore,,,SINGAPORE REPUBLIC OF,SINGAPORE REPUBLIC OF,049909,049909,Test Case Passed
1228,1228,6215,6215,105393,105393,DB56776E-F8AD-E911-A995-0022480042B3,db56776e-f8ad-e911-a995-0022480042b3,MARCH RISK SOLUTIONSCORREDURIA DE SEGUROS Y REASEGUROS S.A.U,MARCH RISK SOLUTIONSCORREDURIA DE SEGUROS Y REASEGUROS S.A.U,,,null,null,null,null,null,null,MARCH RISK SOLUTIONSCORREDURIA DE SEGUROS Y REASEGUROS S.A.U,MARCH RISK SOLUTIONSCORREDURIA DE SEGUROS Y REASEGUROS S.A.U,cdelcampo@march-rs.es,cdelcampo@march-rs.es,+34917811499,+34917811499,,,105699,105699,Calle de Lagasca 88 2a ,Calle de Lagasca 88 2a ,,,,,,,Madrid ,Madrid ,,,SPAIN,SPAIN,28001,28001,Test Case Passed
1227,1227,6214,6214,105387,105387,1EE0F0C9-F4AD-E911-A992-0022480053E9,1ee0f0c9-f4ad-e911-a992-0022480053e9,Circle Marine Insurance Services ,Circle Marine Insurance Services ,,,null,null,null,null,null,null,Circle Marine Insurance Services ,Circle Marine Insurance Services ,alex.hoole@circlemarine.co.uk,alex.hoole@circlemarine.co.uk,02380011858,02380011858,,,105693,105693,The White Building Suite 1,The White Building Suite 1,1-4 Cumberland Place,1-4 Cumberland Place,Southampton,Southampton,,,Hampshire,Hampshire,,,UNITED KINGDOM,UNITED KINGDOM,SO15 2NP,SO15 2NP,Test Case Passed
1225,1225,6212,6212,105321,105321,31C138F3-63AC-E911-A992-002248005D88,31c138f3-63ac-e911-a992-002248005d88,SMP (Sanctions Cases),SMP (Sanctions Cases),,,null,null,null,null,null,null,SMP (Sanctions Cases),SMP (Sanctions Cases),,,,,,,105627,105627,The Shipowners' Protection Limited,The Shipowners' Protection Limited,White Chapel Building,White Chapel Building,10 Whitechapel High Street,10 Whitechapel High Street,2nd Floor,2nd Floor,London,London,,,UNITED KINGDOM,UNITED KINGDOM,E1 8QQ,E1 8QQ,Test Case Passed
1230,1230,6210,6210,105527,105527,BC61BCB9-40A9-E911-A994-0022480042B3,bc61bcb9-40a9-e911-a994-0022480042b3,Rainbow Coast Insurance Brokers,Rainbow Coast Insurance Brokers,null,null,null,null,null,null,null,null,Rainbow Coast Insurance Brokers,Rainbow Coast Insurance Brokers,rayna_robinson@rcib.com.au,rayna_robinson@rcib.com.au,+61 8 9841 8577,+61 8 9841 8577,,,105832,105832,31 Collie Street ,31 Collie Street ,,,,,,,Albany,Albany,Western Australia,Western Australia,AUSTRALIA,AUSTRALIA,6330,6330,Test Case Passed
1224,1224,6209,6209,105165,105165,0EDEE6F0-ABA7-E911-A990-00224800510B,0edee6f0-aba7-e911-a990-00224800510b,JMD Ross Insurance Brokers Pty Ltd,JMD Ross Insurance Brokers Pty Ltd,,,null,null,null,null,null,null,JMD Ross Insurance Brokers Pty Ltd,JMD Ross Insurance Brokers Pty Ltd,mshearer@jmdross.com.au,mshearer@jmdross.com.au,+61 02 9478 0824,+61 02 9478 0824,+61 02 9906 1199,+61 02 9906 1199,105466,105466,Level 6 1 Chandos Street,Level 6 1 Chandos Street,St Leonards,St Leonards,,,,,Sydney,Sydney,New South Wales,New South Wales,AUSTRALIA,AUSTRALIA,2065,2065,Test Case Passed
1223,1223,6207,6207,104863,104863,A990C3E0-099F-E911-A98E-0022480056F9,a990c3e0-099f-e911-a98e-0022480056f9,PWS Labuan Ltd,PWS Labuan Ltd,,,null,null,null,null,null,null,PWS Labuan Ltd,PWS Labuan Ltd,shahira@pwslabuan.com,shahira@pwslabuan.com,+603 2287 7828 ,+603 2287 7828 ,+603 2287 7829,+603 2287 7829,105140,105140,A-27-6 Level 27 Menara UOA Bangsar,A-27-6 Level 27 Menara UOA Bangsar,No. 5 Jalan Bangsar Utama 1,No. 5 Jalan Bangsar Utama 1,,,,,Kuala Lumpur,Kuala Lumpur,,,MALAYSIA,MALAYSIA,59000,59000,Test Case Passed
1226,1226,6206,6206,105386,105386,519FD4C0-05B5-E911-A992-00224800510B,519fd4c0-05b5-e911-a992-00224800510b,3 Dimensional Insurance Ltd,3 Dimensional Insurance Ltd,null,null,null,null,null,null,null,null,3 Dimensional Insurance Ltd,3 Dimensional Insurance Ltd,alexandra.vera@3diltd.co.uk,alexandra.vera@3diltd.co.uk,,,,,105692,105692,Warlies Park House,Warlies Park House,Horseshoe Hill,Horseshoe Hill,,,,,Essex,Essex,,,UNITED KINGDOM,UNITED KINGDOM,EN9 3SL,EN9 3SL,Test Case Passed
1287,1287,6206,6206,112366,112366,AD222B91-489E-E911-A98F-002248005D88,ad222b91-489e-e911-a98f-002248005d88,3 Dimensional Insurance Ltd,3 Dimensional Insurance Ltd,null,null,null,null,null,null,null,null,3 Dimensional Insurance Ltd,3 Dimensional Insurance Ltd,Haydn.hertz@3diltd.co.uk,Haydn.hertz@3diltd.co.uk,07974083712,07974083712,null,null,112780,112780,Warlies Park House,Warlies Park House,Horseshoe Hill,Horseshoe Hill,null,null,null,null,Waltham Abbey,Waltham Abbey,Essex,Essex,UNITED KINGDOM,UNITED KINGDOM,EN9 3SL,EN9 3SL,Test Case Passed
1221,1221,6205,6205,104545,104545,51C82B1D-2797-E911-A98E-0022480056F9,51c82b1d-2797-e911-a98e-0022480056f9,Knightcorp Insurance Brokers,Knightcorp Insurance Brokers,,,null,null,null,null,null,null,Knightcorp Insurance Brokers,Knightcorp Insurance Brokers,insurance@knightcorp.net.au,insurance@knightcorp.net.au,61 8 9389 7372,61 8 9389 7372,,,104808,104808,Level 7,Level 7,5 Mill Street,5 Mill Street,,,,,Perth ,Perth ,WA,WA,AUSTRALIA,AUSTRALIA,6000,6000,Test Case Passed
1219,1219,6204,6204,104392,104392,9C989E72-7392-E911-A98E-0022480056F9,9c989e72-7392-e911-a98e-0022480056f9,BIB INSURANCE BROKERS SDN BHD,BIB INSURANCE BROKERS SDN BHD,,,null,null,null,null,null,null,BIB INSURANCE BROKERS SDN BHD,BIB INSURANCE BROKERS SDN BHD,creditcontrol@bib.com.my,creditcontrol@bib.com.my,603 9078 2480,603 9078 2480,60.3 9078 2485,60.3 9078 2485,104652,104652,LOT 05.01 LEVEL 5,LOT 05.01 LEVEL 5,WISMA HONG LEONG,WISMA HONG LEONG,NO. 18 JALAN PERAK,NO. 18 JALAN PERAK,,,50450 KL,50450 KL,,,MALAYSIA,MALAYSIA,,,Test Case Passed
1216,1216,6202,6202,104271,104271,733280E9-958E-E911-A98E-002248005D88,733280e9-958e-e911-a98e-002248005d88,Pioneer Insurance & Reinsurance Brokers Pvt Ltd,Pioneer Insurance & Reinsurance Brokers Pvt Ltd,,,null,null,null,null,null,null,Pioneer Insurance & Reinsurance Brokers Pvt Ltd,Pioneer Insurance & Reinsurance Brokers Pvt Ltd,gsharma@pincinsure.com,gsharma@pincinsure.com,912266188548,912266188548,,,104526,104526,1219 Maker Chambers-V,1219 Maker Chambers-V,Nariman Point,Nariman Point,,,,,Mumbai,Mumbai,,,INDIA,INDIA,400021,400021,Test Case Passed
1215,1215,6201,6201,104225,104225,41D71FFC-C08D-E911-A992-0022480042B3,41d71ffc-c08d-e911-a992-0022480042b3,Hub International Ontario,Hub International Ontario,,,null,null,null,null,null,null,Hub International Ontario,Hub International Ontario,,,,,,,104480,104480,HUB International Ontario Limited,HUB International Ontario Limited,595 Bay Street Suite 900,595 Bay Street Suite 900,,,,,Toronto,Toronto,Ontario,Ontario,CANADA,CANADA,M5G 2E3,M5G 2E3,Test Case Passed
1217,1217,6200,6200,104274,104274,D3ED9E57-968E-E911-A98E-002248005D88,d3ed9e57-968e-e911-a98e-002248005d88,Craig Stansfield Ltd T/A CS Insurance Brokers,Craig Stansfield Ltd T/A CS Insurance Brokers,,,null,null,null,null,null,null,Craig Stansfield Ltd T/A CS Insurance Brokers,Craig Stansfield Ltd T/A CS Insurance Brokers,ag@csinsurance.london,ag@csinsurance.london,02039629971,02039629971,,,104529,104529,6th Floor Dukes House ,6th Floor Dukes House ,32-38 Dukes Place ,32-38 Dukes Place ,,,,,London,London,,,UNITED KINGDOM,UNITED KINGDOM,EC3A 7LP,EC3A 7LP,Test Case Passed
1222,1222,6199,6199,104663,104663,B97B8435-8499-E911-A98F-002248005D88,b97b8435-8499-e911-a98f-002248005d88,E Tay & Associates Sdn Bhd,E Tay & Associates Sdn Bhd,,,null,null,null,null,null,null,E Tay & Associates Sdn Bhd,E Tay & Associates Sdn Bhd,edward@etay.net,edward@etay.net,,,,,104939,104939,Unit 22-02 Level 22,Unit 22-02 Level 22,Menara Zurich,Menara Zurich,15 Jalan Dato Abdullah Tahir,15 Jalan Dato Abdullah Tahir,,,Johor Bahru,Johor Bahru,,,MALAYSIA,MALAYSIA,80300,80300,Test Case Passed
1213,1213,6197,6197,104074,104074,CF9448B3-3B88-E911-A992-0022480042B3,cf9448b3-3b88-e911-a992-0022480042b3,CR Orion,CR Orion,,,null,null,null,null,null,null,CR Orion,CR Orion,nick.little@crorion.com,nick.little@crorion.com,0097143697287,0097143697287,,,104328,104328,2301 Fortune Executive Tower ,2301 Fortune Executive Tower ,JLT,JLT,PO Box 309118 ,PO Box 309118 ,,,Dubai,Dubai,,,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,,,Test Case Passed
1214,1214,6196,6196,104076,104076,5CA14761-3F88-E911-A98F-0022480053E9,5ca14761-3f88-e911-a98f-0022480053e9,Shangri-La Hotel Public Company Ltd,Shangri-La Hotel Public Company Ltd,,,null,null,null,null,null,null,Shangri-La Hotel Public Company Ltd,Shangri-La Hotel Public Company Ltd,,,,,,,104330,104330,89 Soi Wat Suan Plu New Road Bangrak,89 Soi Wat Suan Plu New Road Bangrak,,,,,,,Bangkok,Bangkok,,,THAILAND,THAILAND,10500,10500,Test Case Passed
1212,1212,6195,6195,103939,103939,8A94C1AB-AA83-E911-A98D-0022480053E9,8a94c1ab-aa83-e911-a98d-0022480053e9,HdB Srl,HdB Srl,,,null,null,null,null,null,null,HdB Srl,HdB Srl,,,,,,,104178,104178,Via Roma 6/10,Via Roma 6/10,16121,16121,,,,,Genova,Genova,,,ITALY,ITALY,,,Test Case Passed
1211,1211,6194,6194,103901,103901,8ADB49C6-DE82-E911-A98B-0022480056F9,8adb49c6-de82-e911-a98b-0022480056f9,Sparaxis Pty Ltd t/as CentreWest Insurance Broker ,Sparaxis Pty Ltd t/as CentreWest Insurance Broker ,,,null,null,null,null,null,null,Sparaxis Pty Ltd t/as CentreWest Insurance Broker ,Sparaxis Pty Ltd t/as CentreWest Insurance Broker ,enquiries@centrewest.com.au,enquiries@centrewest.com.au,61893497900,61893497900,61893497677,61893497677,104140,104140,Centrewest Insurance Broker ,Centrewest Insurance Broker ,PO box 636,PO box 636,,,,,Balcatta WA,Balcatta WA,,,AUSTRALIA,AUSTRALIA,6914,6914,Test Case Passed
1210,1210,6193,6193,103805,103805,688115D4-5D81-E911-A98C-00224800510B,688115d4-5d81-e911-a98c-00224800510b,PT Adonai Pialang Asuransi,PT Adonai Pialang Asuransi,,,null,null,null,null,null,null,PT Adonai Pialang Asuransi,PT Adonai Pialang Asuransi,aditya@adonai.co.id,aditya@adonai.co.id,628111562333,628111562333,,,104043,104043,Graha Adonai,Graha Adonai,Ruko Taman ,Ruko Taman ,Bougenville Estate Blok A,Bougenville Estate Blok A,No. 33-34 Jatibening ,No. 33-34 Jatibening ,Kalimalang Bekasi,Kalimalang Bekasi,,,INDONESIA,INDONESIA,,,Test Case Passed
1209,1209,6192,6192,103787,103787,BE8B25C9-1F81-E911-A990-0022480042B3,be8b25c9-1f81-e911-a990-0022480042b3,Principal Re Limited,Principal Re Limited,,,null,null,null,null,null,null,Principal Re Limited,Principal Re Limited,amalia@principalrelimited.com,amalia@principalrelimited.com,60378319859,60378319859,60378314859,60378314859,104025,104025,No. 7A Tingkat 1,No. 7A Tingkat 1,Jalan Juruwang B U1/B,Jalan Juruwang B U1/B,Laman Glenmarie,Laman Glenmarie,40150 Shah Alam,40150 Shah Alam,Selangor,Selangor,,,MALAYSIA,MALAYSIA,,,Test Case Passed
1218,1218,6191,6191,104356,104356,10FD6152-BA91-E911-A990-0022480053E9,10fd6152-ba91-e911-a990-0022480053e9,Marsh LLC Insurance Brokers,Marsh LLC Insurance Brokers,,,null,null,null,null,null,null,Marsh LLC Insurance Brokers,Marsh LLC Insurance Brokers,Nikolaos.Rekantzis@marsh.com,Nikolaos.Rekantzis@marsh.com,+30 210 8176 075,+30 210 8176 075,+30 210 8176 040,+30 210 8176 040,104615,104615,8-10 Sorou and Dimitsanas ,8-10 Sorou and Dimitsanas ,15125 Marousi,15125 Marousi,,,,,Athens,Athens,,,GREECE,GREECE,,,Test Case Passed
1208,1208,6190,6190,103588,103588,83833CFA-A17B-E911-A98D-0022480053E9,83833cfa-a17b-e911-a98d-0022480053e9,Lion Underwriting Pty Ltd,Lion Underwriting Pty Ltd,,,null,null,null,null,null,null,Lion Underwriting Pty Ltd,Lion Underwriting Pty Ltd,kurt@lionunderwriting.com.au,kurt@lionunderwriting.com.au,0280428200,0280428200,,,103819,103819,Unit 34 17 Carins Street,Unit 34 17 Carins Street,,,,,,,Loganholme,Loganholme,QLD,QLD,AUSTRALIA,AUSTRALIA,,,Test Case Passed
1207,1207,6188,6188,103413,103413,31EDE661-6176-E911-A990-0022480042B3,31ede661-6176-e911-a990-0022480042b3,CKRe Limited,CKRe Limited,,,null,null,null,null,null,null,CKRe Limited,CKRe Limited,amit.s@ckre.co.uk,amit.s@ckre.co.uk,+44 (0)20 7929 7017,+44 (0)20 7929 7017,,,103638,103638,1st Floor,1st Floor,10 Fenchurch Street,10 Fenchurch Street,,,,,London,London,,,UNITED KINGDOM,UNITED KINGDOM,EDC3M 3BE,EDC3M 3BE,Test Case Passed
1206,1206,6187,6187,103396,103396,1E754D6A-2976-E911-A98C-00224800510B,1e754d6a-2976-e911-a98c-00224800510b,Insurance Advisory Service (NSW) Pty Ltd,Insurance Advisory Service (NSW) Pty Ltd,,,null,null,null,null,null,null,Insurance Advisory Service (NSW) Pty Ltd,Insurance Advisory Service (NSW) Pty Ltd,info@insuranceadvisoryservice.com.au,info@insuranceadvisoryservice.com.au,0282682900,0282682900,0282682901,0282682901,103621,103621,PO Box 1073,PO Box 1073,,,,,,,North Sydney NSW 2060,North Sydney NSW 2060,,,AUSTRALIA,AUSTRALIA,,,Test Case Passed
1204,1204,6186,6186,103387,103387,2D14C17A-2576-E911-A98C-00224800510B,2d14c17a-2576-e911-a98c-00224800510b,ASCAIR GmbH,ASCAIR GmbH,,,null,null,null,null,null,null,ASCAIR GmbH,ASCAIR GmbH,info@ascair.de,info@ascair.de,+49 8856 80528,+49 8856 80528,+49 8856 80528-29,+49 8856 80528-29,103612,103612,Bahnhofstrasse 6,Bahnhofstrasse 6,,,,,,,Penzberg,Penzberg,,,GERMANY,GERMANY,82377,82377,Test Case Passed
1205,1205,6185,6185,103391,103391,E88F9EBE-2876-E911-A98C-00224800510B,e88f9ebe-2876-e911-a98c-00224800510b,Aelia Assurances SA,Aelia Assurances SA,,,null,null,null,null,null,null,Aelia Assurances SA,Aelia Assurances SA,Christelle.Labeyrie@Aelia-Assurances.CH,Christelle.Labeyrie@Aelia-Assurances.CH,+41 (0) 225 255 771,+41 (0) 225 255 771,,,103616,103616,Avenue Louis-Casai 18,Avenue Louis-Casai 18,,,,,,,Geneve,Geneve,,,SWITZERLAND,SWITZERLAND,1209,1209,Test Case Passed
1203,1203,6184,6184,102902,102902,E89BFA68-3068-E911-A98C-002248005D88,e89bfa68-3068-e911-a98c-002248005d88,Star Ins,Star Ins,,,null,null,null,null,null,null,Star Ins,Star Ins,,,,,,,103102,103102,Peyo Yavorov str. fl. 2 office 3,Peyo Yavorov str. fl. 2 office 3,,,,,,,Sofia,Sofia,,,BULGARIA,BULGARIA,130927224,130927224,Test Case Passed
1202,1202,6183,6183,102883,102883,7266343F-1368-E911-A98C-00224800510B,7266343f-1368-e911-a98c-00224800510b,TCC Company Limited,TCC Company Limited,,,null,null,null,null,null,null,TCC Company Limited,TCC Company Limited,,,,,,,103083,103083,175-177 Bangkok Union Insurance Building,175-177 Bangkok Union Insurance Building,4th Floor Unit 2 Surawongse Road,4th Floor Unit 2 Surawongse Road,Suriyawongse Bangrak,Suriyawongse Bangrak,,,Bangkok 10500,Bangkok 10500,,,THAILAND,THAILAND,,,Test Case Passed
1201,1201,6181,6181,102432,102432,CF3CFD50-A865-E911-A990-0022480042B3,cf3cfd50-a865-e911-a990-0022480042b3,Chartered Insurance Solutions Co Ltd,Chartered Insurance Solutions Co Ltd,,,null,null,null,null,null,null,Chartered Insurance Solutions Co Ltd,Chartered Insurance Solutions Co Ltd,c.sik@chartered.co.th,c.sik@chartered.co.th,+662 180 6789,+662 180 6789,+662 180 6798,+662 180 6798,102631,102631,Ari Hills 17/B Floor,Ari Hills 17/B Floor,No. 428 Phahonyothin Rd,No. 428 Phahonyothin Rd,,,,,Samsennai Phayathai Bangkok,Samsennai Phayathai Bangkok,,,THAILAND,THAILAND,10400,10400,Test Case Passed
1200,1200,6180,6180,102388,102388,036D4C82-E061-E911-A98C-00224800510B,036d4c82-e061-e911-a98c-00224800510b,Sector Associates Ltd,Sector Associates Ltd,,,null,null,null,null,null,null,Sector Associates Ltd,Sector Associates Ltd,,,,,,,102585,102585,GFI Teleware House,GFI Teleware House,,,,,,,THIRSK,THIRSK,,,UNITED KINGDOM,UNITED KINGDOM,YO7 3BX,YO7 3BX,Test Case Passed
1199,1199,6179,6179,102147,102147,0448FFBC-4D5C-E911-A98F-0022480042B3,0448ffbc-4d5c-e911-a98f-0022480042b3,Prosper Insurance Agents and Consultants Ltd,Prosper Insurance Agents and Consultants Ltd,,,null,null,null,null,null,null,Prosper Insurance Agents and Consultants Ltd,Prosper Insurance Agents and Consultants Ltd,prosper@cytanet.com.cy,prosper@cytanet.com.cy,0035799634119,0035799634119,,,102341,102341,36 G Averof Str. 6052,36 G Averof Str. 6052,,,,,,,Larnaca,Larnaca,,,CYPRUS,CYPRUS,,,Test Case Passed
1198,1198,6178,6178,101893,101893,B412A082-2856-E911-A98F-0022480042B3,b412a082-2856-e911-a98f-0022480042b3,ES Risks Limited,ES Risks Limited,,,null,null,null,null,null,null,ES Risks Limited,ES Risks Limited,david.seddon@esrisks.com,david.seddon@esrisks.com,02079775200,02079775200,,,102081,102081,2,2,America Square,America Square,,,,,London,London,,,UNITED KINGDOM,UNITED KINGDOM,EC3N 2LU,EC3N 2LU,Test Case Passed
1197,1197,6177,6177,101877,101877,118C94DA-1156-E911-A98A-00224800510B,118c94da-1156-e911-a98a-00224800510b,Northern Lloyd Insurance Services GmbH,Northern Lloyd Insurance Services GmbH,,,null,null,null,null,null,null,Northern Lloyd Insurance Services GmbH,Northern Lloyd Insurance Services GmbH,Ji.suh@northernlloyd.com,Ji.suh@northernlloyd.com,+49 421 59 60 65 17,+49 421 59 60 65 17,,,102065,102065,Herrlichkeit 4,Herrlichkeit 4,,,,,,,Bremen,Bremen,,,GERMANY,GERMANY,28199,28199,Test Case Passed
