SQL_CountryId,API_CountryId,SQL_CountryShortCode,API_CountryShortCode,SQL_CountryName,API_CountryName,SQL_CountryDescription,API_CountryDescription,SQL_CountryIptTaxMap,API_CountryIptTaxMap,Status
210,210,LBY,LBYSOC. PPLS LIBYAN ARAB JAMAHIRA,SOC. PPLS LIBYAN ARAB JAMAHIRA,SOC. PPLS LIBYAN ARAB JAMAHIRA,SOC. PPLS LIBYAN ARAB JAMAHIRATAX99,TAX99,Test case passed
211,211,SLB,SLBSOLOMON ISLANDS,SOLOMON ISLANDS,SOLOMON ISLANDS,SOLOMON ISLANDSTAX99,TAX99,Test case passed
212,212,SOM,SOMSOMALI DEMOCRATIC REPUBLIC,SOMALI DEMOCRATIC REPUBLIC,SOMALI DEMOCRATIC REPUBLIC,SOMALI DEMOCRATIC REPUBLICTAX99,TAX99,Test case passed
213,213,ZAF,ZAFSOUTH AFRICA,SOUTH AFRICA,SOUTH AFRICA,SOUTH AFRICATAX99,TAX99,Test case passed
215,215,SOK,SOKSOUTH KOREA,SOUTH KOREA,SOUTH KOREA,SOUTH KOREATAX99,TAX99,Test case passed
216,216,ESP,ESPSPAIN,SPAIN,SPAIN,SPAINIPTES,IPTES,Test case passed
217,217,LKA,LKASRI LANKA,SRI LANKA,SRI LANKA,SRI LANKATAX99,TAX99,Test case passed
218,218,SHN,SHNST HELENA,ST HELENA,ST HELENA,ST HELENATAX99,TAX99,Test case passed
219,219,KNA,KNAST KITTS-NEVIS,ST KITTS-NEVIS,ST KITTS-NEVIS,ST KITTS-NEVISTAX99,TAX99,Test case passed
220,220,LCA,LCAST LUCIA,ST LUCIA,ST LUCIA,ST LUCIATAX99,TAX99,Test case passed
221,221,STM,STMST MARTIN,ST MARTIN,ST MARTIN,ST MARTINTAX99,TAX99,Test case passed
222,222,SPM,SPMST PIERRE & MIQUELON,ST PIERRE & MIQUELON,ST PIERRE & MIQUELON,ST PIERRE & MIQUELONTAX99,TAX99,Test case passed
223,223,VCT,VCTST VINCENT & GRENADINES,ST VINCENT & GRENADINES,ST VINCENT & GRENADINES,ST VINCENT & GRENADINESTAX99,TAX99,Test case passed
224,224,SDN,SDNSUDAN,SUDAN,SUDAN,SUDANTAX99,TAX99,Test case passed
225,225,STA,STASUMATRA,SUMATRA,SUMATRA,SUMATRATAX99,TAX99,Test case passed
226,226,SUR,SURSURINAME,SURINAME,SURINAME,SURINAMETAX99,TAX99,Test case passed
227,227,SJM,SJMSVALBARD & JAN MAYEN ISLANDS,SVALBARD & JAN MAYEN ISLANDS,SVALBARD & JAN MAYEN ISLANDS,SVALBARD & JAN MAYEN ISLANDSTAX99,TAX99,Test case passed
228,228,SWZ,SWZSWAZILAND,SWAZILAND,SWAZILAND,SWAZILANDTAX99,TAX99,Test case passed
229,229,SWE,SWESWEDEN,SWEDEN,SWEDEN,SWEDENIPTSE,IPTSE,Test case passed
230,230,CHE,CHESWITZERLAND,SWITZERLAND,SWITZERLAND,SWITZERLANDIPTSZ,IPTSZ,Test case passed
231,231,SYR,SYRSYRIA,SYRIA,SYRIA,SYRIATAX99,TAX99,Test case passed
232,232,TAH,TAHTAHITI,TAHITI,TAHITI,TAHITITAX99,TAX99,Test case passed
233,233,TWN,TWNTAIWAN,TAIWAN,TAIWAN,TAIWANTAX99,TAX99,Test case passed
234,234,TZA,TZATANZANIA,TANZANIA,TANZANIA,TANZANIATAX99,TAX99,Test case passed
235,235,THA,THATHAILAND,THAILAND,THAILAND,THAILANDTAX99,TAX99,Test case passed
236,236,TGO,TGOTOGO,TOGO,TOGO,TOGOTAX99,TAX99,Test case passed
237,237,TKL,TKLTOKELAU ISLANDS,TOKELAU ISLANDS,TOKELAU ISLANDS,TOKELAU ISLANDSTAX99,TAX99,Test case passed
238,238,TON,TONTONGA,TONGA,TONGA,TONGATAX99,TAX99,Test case passed
239,239,TTO,TTOTRINIDAD & TOBAGO,TRINIDAD & TOBAGO,TRINIDAD & TOBAGO,TRINIDAD & TOBAGOTAX99,TAX99,Test case passed
240,240,TUN,TUNTUNISIA,TUNISIA,TUNISIA,TUNISIATAX99,TAX99,Test case passed
241,241,TUR,TURTURKEY,TURKEY,TURKEY,TURKEYIPTTR,IPTTR,Test case passed
242,242,TUM,TUMTURKMENISTAN,TURKMENISTAN,TURKMENISTAN,TURKMENISTANTAX99,TAX99,Test case passed
243,243,TCA,TCATURKS & CAICOS ISLANDS,TURKS & CAICOS ISLANDS,TURKS & CAICOS ISLANDS,TURKS & CAICOS ISLANDSTAX99,TAX99,Test case passed
244,244,TUV,TUVTUVALU,TUVALU,TUVALU,TUVALUTAX99,TAX99,Test case passed
245,245,UGA,UGAUGANDA,UGANDA,UGANDA,UGANDATAX99,TAX99,Test case passed
246,246,UKR,UKRUKRAINE,UKRAINE,UKRAINE,UKRAINETAX99,TAX99,Test case passed
247,247,ARE,AREUNITED ARAB EMIRATES,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,UNITED ARAB EMIRATESTAX99,TAX99,Test case passed
248,248,GBR,GBRUNITED KINGDOM,UNITED KINGDOM,UNITED KINGDOM,UNITED KINGDOMIPTGB,IPTGB,Test case passed
249,249,USA,USAUNITED STATES OF AMERICA,UNITED STATES OF AMERICA,UNITED STATES OF AMERICA,UNITED STATES OF AMERICATAX99,TAX99,Test case passed
251,251,URY,URYURUGUAY,URUGUAY,URUGUAY,URUGUAYTAX99,TAX99,Test case passed
252,252,SUN,SUNUSSR (HISTORIC),USSR (HISTORIC),USSR (HISTORIC),USSR (HISTORIC)TAX99,TAX99,Test case passed
253,253,UZ,UZUZBEKISTAN,UZBEKISTAN,UZBEKISTAN,UZBEKISTANTAX99,TAX99,Test case passed
254,254,VUT,VUTVANUATU,VANUATU,VANUATU,VANUATUTAX99,TAX99,Test case passed
255,255,VEN,VENVENEZUELA,VENEZUELA,VENEZUELA,VENEZUELATAX99,TAX99,Test case passed
256,256,VNM,VNMVIETNAM,VIETNAM,VIETNAM,VIETNAMTAX99,TAX99,Test case passed
257,257,WLF,WLFWALLIS & FUTUANA,WALLIS & FUTUANA,WALLIS & FUTUANA,WALLIS & FUTUANATAX99,TAX99,Test case passed
258,258,ESH,ESHWESTERN SAHARA,WESTERN SAHARA,WESTERN SAHARA,WESTERN SAHARATAX99,TAX99,Test case passed
259,259,WSM,WSMWESTERN SAMOA,WESTERN SAMOA,WESTERN SAMOA,WESTERN SAMOATAX99,TAX99,Test case passed
261,261,WOR,WORWORLD,WORLD,WORLD,WORLDTAX99,TAX99,Test case passed
262,262,YEM,YEMYEMENI REPUBLIC,YEMENI REPUBLIC,YEMENI REPUBLIC,YEMENI REPUBLICTAX99,TAX99,Test case passed
264,264,ZAR,ZARZAIRE,ZAIRE,ZAIRE,ZAIRETAX99,TAX99,Test case passed
265,265,ZMB,ZMBZAMBIA,ZAMBIA,ZAMBIA,ZAMBIATAX99,TAX99,Test case passed
266,266,ZWE,ZWEZIMBABWE,ZIMBABWE,ZIMBABWE,ZIMBABWETAX99,TAX99,Test case passed
267,267,NA,NANOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLETAX99,TAX99,Test case passed
268,268,OPEN,OPENAS DECLARED,AS DECLARED,AS DECLARED,AS DECLAREDTAX99,TAX99,Test case passed
